,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,4_years,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
394,43,469,2018,31:37,6.91,14.21,1.79,4.19,2.35,2.88,0.72,3.33,4.05,1.49,1.19,0.67,1.21,2.77,17.95,0.486,0.428,0.815,1,T.J.,Warren,F,6.0,8.0,215.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
395,82,4,2018,23:17,3.41,5.93,0.04,0.18,2.02,2.76,2.01,5.27,7.28,2.24,0.88,0.79,1.48,2.48,8.89,0.576,0.2,0.735,1,Bam,Adebayo,C-F,6.0,10.0,255.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
396,80,9,2018,26:11,4.19,7.1,0.08,0.56,2.46,3.48,2.39,6.01,8.4,1.38,0.54,1.5,1.3,2.3,10.91,0.59,0.133,0.709,1,Jarrett,Allen,C,6.0,11.0,237.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
397,43,12,2018,29:48,3.49,6.42,0.21,0.79,0.86,1.49,1.12,4.72,5.84,2.98,1.26,0.86,1.35,2.6,8.05,0.543,0.265,0.578,1,Kyle,Anderson,F,6.0,9.0,230.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
398,67,18,2018,20:13,2.73,6.03,1.0,3.01,0.54,0.93,0.87,2.07,2.94,0.7,0.69,0.33,0.82,2.09,7.0,0.453,0.332,0.581,1,OG,Anunoby,F,6.0,8.0,232.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
399,71,22,2018,30:42,7.17,12.25,0.0,0.06,1.99,2.66,3.14,7.13,10.27,1.76,0.86,0.94,1.77,2.94,16.32,0.585,0.0,0.746,1,Deandre,Ayton,C,7.0,1.0,250.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
400,64,57,2018,35:03,9.16,19.61,2.11,6.47,6.14,7.09,0.61,3.53,4.14,6.77,0.88,0.2,4.13,3.13,26.56,0.467,0.326,0.866,1,Devin,Booker,G,6.0,6.0,210.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
401,61,101,2018,29:56,7.62,13.62,0.9,2.59,3.33,4.36,3.59,6.16,9.75,1.98,0.36,0.64,1.97,3.26,19.48,0.56,0.348,0.763,1,John,Collins,F-C,6.0,10.0,235.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
402,77,102,2018,17:35,2.45,5.19,0.52,1.57,1.22,1.64,1.42,2.79,4.21,0.92,0.32,0.86,1.0,2.26,6.65,0.473,0.331,0.746,1,Zach,Collins,F-C,7.0,0.0,235.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
403,72,132,2018,32:12,7.03,16.47,2.33,7.14,4.81,6.74,1.19,6.63,7.82,5.96,1.07,0.35,3.43,1.9,21.19,0.427,0.327,0.713,1,Luka,Doncic,F-G,6.0,7.0,218.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
404,64,145,2018,33:39,9.06,18.73,1.23,4.11,8.16,10.14,2.5,11.11,13.61,3.66,0.72,1.91,3.53,3.3,27.52,0.484,0.3,0.804,1,Joel,Embiid,F-C,7.0,0.0,250.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
405,23,147,2018,4:56,0.65,1.13,0.0,0.0,0.48,0.57,0.26,1.22,1.48,0.3,0.09,0.22,0.35,0.48,1.78,0.577,0.0,0.846,1,Drew,Eubanks,F,6.0,10.0,245.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
406,28,201,2018,7:54,0.71,1.46,0.07,0.21,0.39,0.5,0.75,0.93,1.68,0.54,0.25,0.43,0.46,2.0,1.89,0.488,0.333,0.786,1,Isaiah,Hartenstein,F-C,7.0,0.0,249.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
407,50,213,2018,12:54,2.1,5.24,0.86,2.54,0.82,1.0,0.1,1.24,1.34,1.74,0.42,0.26,0.8,1.42,5.88,0.401,0.339,0.82,1,Aaron,Holiday,G,6.0,1.0,185.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
408,75,221,2018,27:16,3.67,8.76,1.81,4.71,0.55,0.75,0.8,2.47,3.27,2.85,0.87,0.33,1.45,2.07,9.69,0.419,0.385,0.732,1,Kevin,Huerter,G,6.0,7.0,190.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
409,58,231,2018,26:08,5.14,10.16,0.88,2.45,2.6,3.4,1.26,3.43,4.69,1.1,0.9,1.41,1.69,3.79,13.76,0.506,0.359,0.766,1,Jaren,Jackson Jr.,F-C,6.0,11.0,242.0,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
410,63,254,2018,22:50,3.62,8.25,1.68,4.27,0.81,0.97,0.19,2.71,2.9,1.81,0.41,0.16,0.9,1.46,9.73,0.438,0.394,0.836,1,Luke,Kennard,G,6.0,5.0,206.0,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
411,75,259,2018,28:45,4.51,12.19,1.67,4.85,2.16,3.01,0.81,3.65,4.47,1.09,0.57,0.32,1.52,2.33,12.84,0.37,0.343,0.717,1,Kevin,Knox,F,6.0,9.0,215.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
412,70,265,2018,33:01,7.09,15.53,1.83,6.03,2.69,3.57,0.86,4.6,5.46,2.54,0.59,0.37,1.9,2.43,18.69,0.456,0.303,0.752,1,Kyle,Kuzma,F,6.0,9.0,220.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
413,50,313,2018,19:41,2.0,5.12,0.58,1.9,0.42,0.56,0.5,2.18,2.68,3.18,1.36,0.46,1.5,2.26,5.0,0.391,0.305,0.75,1,De'Anthony,Melton,G,6.0,4.0,200.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
414,29,314,2018,5:00,0.66,2.0,0.0,0.07,0.45,0.59,0.31,0.93,1.24,0.45,0.21,0.07,0.52,0.48,1.76,0.328,0.0,0.765,1,Chimezie,Metu,F,6.0,10.0,225.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
415,40,368,2018,17:48,2.4,5.58,0.63,2.1,0.83,1.03,0.33,1.48,1.8,2.65,0.7,0.23,1.13,1.6,6.25,0.43,0.298,0.805,1,Cameron,Payne,G,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
416,18,370,2018,11:42,1.39,4.06,0.67,2.56,1.06,1.22,0.22,1.78,2.0,1.17,0.33,0.0,1.0,0.83,4.5,0.342,0.261,0.864,1,Theo,Pinson,G-F,6.0,6.0,218.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
417,77,379,2018,21:33,3.77,6.31,0.51,1.65,2.55,3.3,1.82,3.52,5.34,1.45,0.57,0.65,0.87,2.61,10.58,0.597,0.307,0.772,1,Dwight,Powell,F-C,6.0,11.0,240.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
418,73,387,2018,30:34,7.82,14.92,0.92,2.67,4.88,6.67,2.22,6.47,8.68,3.14,0.71,0.62,2.85,3.37,21.44,0.524,0.344,0.731,1,Julius,Randle,F,6.0,9.0,250.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
419,81,407,2018,24:56,3.75,8.59,1.46,3.99,1.63,1.85,1.56,4.09,5.64,1.57,0.56,0.11,1.2,2.25,10.59,0.437,0.365,0.88,1,Dario,Saric,F,6.0,10.0,223.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
420,80,420,2018,27:29,2.99,7.09,1.58,4.33,1.3,1.61,0.71,2.21,2.93,4.01,1.79,0.35,1.54,2.51,8.85,0.422,0.364,0.806,1,Marcus,Smart,G,6.0,4.0,220.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
421,78,443,2018,33:59,8.4,17.97,3.09,7.68,1.65,2.03,0.47,3.36,3.83,2.38,1.08,0.6,1.47,2.01,21.54,0.467,0.402,0.816,1,Klay,Thompson,G,6.0,7.0,215.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
422,43,462,2018,10:22,1.65,3.98,0.51,1.79,1.0,1.23,0.4,1.58,1.98,0.56,0.26,0.3,0.91,1.33,4.81,0.415,0.286,0.811,1,Moritz,Wagner,C,6.0,11.0,245.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
423,17,464,2018,6:54,0.94,2.71,0.29,0.76,0.47,0.59,0.0,1.0,1.0,0.53,0.41,0.18,0.24,0.41,2.65,0.348,0.385,0.8,1,Lonnie,Walker IV,G,6.0,5.0,205.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
424,15,470,2018,11:35,1.0,3.4,0.13,1.07,0.47,0.67,0.27,1.8,2.07,0.53,0.27,0.07,0.4,0.73,2.6,0.294,0.125,0.7,1,Yuta,Watanabe,G,6.0,9.0,205.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
425,67,473,2018,25:49,3.88,8.1,0.72,2.12,1.42,1.84,0.52,3.16,3.69,3.93,1.0,0.7,1.45,2.16,9.9,0.479,0.338,0.772,1,Derrick,White,G,6.0,4.0,190.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
426,73,475,2018,34:48,6.82,16.56,1.62,4.77,2.84,4.05,1.14,3.68,4.82,2.52,0.96,0.66,1.89,2.1,18.1,0.412,0.339,0.699,1,Andrew,Wiggins,F-G,6.0,8.0,194.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
427,46,480,2018,23:31,2.33,6.07,1.13,3.39,0.28,0.41,1.2,3.57,4.76,1.8,0.98,0.41,0.78,2.07,6.07,0.384,0.333,0.684,1,Kenrich,Williams,G-F,6.0,7.0,210.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
428,81,490,2018,30:55,6.48,15.51,1.93,5.95,4.23,5.11,0.79,2.93,3.72,8.06,0.88,0.19,3.8,1.73,19.12,0.418,0.324,0.829,1,Trae,Young,G,6.0,2.0,180.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
429,5,3092,2018,7:58,0.8,2.0,0.2,1.0,0.0,0.4,0.0,1.0,1.0,0.4,0.2,0.0,0.2,0.2,1.8,0.4,0.2,0.0,1,Haywood,Highsmith,,6.0,7.0,220.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
430,38,8,2018,10:56,1.76,4.68,0.84,2.61,1.18,1.58,0.08,0.53,0.61,0.66,0.16,0.16,0.87,1.24,5.55,0.376,0.323,0.75,1,Grayson,Allen,G,6.0,5.0,198.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
431,81,19,2018,24:12,2.31,5.16,1.0,2.68,1.1,1.26,0.33,2.37,2.7,3.32,0.8,0.05,0.78,2.11,6.72,0.447,0.373,0.873,1,Ryan,Arcidiacono,G,6.0,3.0,200.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
432,77,30,2018,32:54,5.6,13.34,2.26,5.73,2.97,3.61,0.74,3.95,4.69,1.49,0.65,0.17,1.27,1.58,16.43,0.42,0.395,0.824,1,Harrison,Barnes,F,6.0,8.0,225.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
433,82,37,2018,36:54,9.32,19.62,2.55,7.27,4.41,5.46,1.09,3.93,5.01,5.46,1.48,0.71,2.73,2.76,25.6,0.475,0.351,0.808,1,Bradley,Beal,G,6.0,5.0,207.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
434,76,44,2018,21:29,2.68,5.96,1.91,4.45,0.7,0.79,0.3,3.17,3.47,1.32,0.46,0.43,0.57,1.75,7.97,0.45,0.429,0.883,1,Davis,Bertans,F,6.0,10.0,225.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
435,28,58,2018,5:49,1.21,2.71,0.43,1.32,0.46,0.54,0.57,1.43,2.0,0.07,0.21,0.86,0.25,1.11,3.32,0.447,0.324,0.867,1,Chris,Boucher,F,6.0,10.0,200.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
436,18,66,2018,18:19,2.72,6.78,0.83,2.22,1.22,1.67,0.5,1.22,1.72,0.89,0.56,0.22,1.06,2.78,7.5,0.402,0.375,0.733,1,Dillon,Brooks,G-F,6.0,6.0,220.0,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
437,74,70,2018,25:51,4.97,10.7,1.28,3.73,1.8,2.73,0.88,3.35,4.23,1.35,0.93,0.43,1.34,2.51,13.03,0.465,0.344,0.658,1,Jaylen,Brown,G,6.0,7.0,220.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
438,72,74,2018,20:47,4.29,6.97,0.46,1.38,1.49,1.9,1.57,4.74,6.31,1.28,0.35,0.93,0.83,1.75,10.53,0.616,0.333,0.781,1,Thomas,Bryant,C,6.0,11.0,248.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
439,75,110,2018,20:01,2.13,4.83,0.81,2.51,0.65,0.93,1.19,2.32,3.51,0.96,0.49,0.61,0.59,2.33,5.73,0.442,0.324,0.7,1,Torrey,Craig,F,6.0,7.0,215.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
440,80,112,2018,27:05,3.98,9.96,2.16,6.53,1.78,2.46,0.75,4.05,4.8,1.66,0.8,0.39,1.06,2.13,11.89,0.399,0.331,0.721,1,Jae,Crowder,F,6.0,6.0,235.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
441,56,117,2018,33:02,9.46,18.32,0.86,2.59,6.14,7.73,3.11,8.89,12.0,3.89,1.57,2.41,2.0,2.36,25.93,0.517,0.331,0.794,1,Anthony,Davis,F-C,6.0,10.0,253.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
442,6,135,2018,8:25,1.33,3.5,0.33,1.33,0.17,0.33,1.0,1.83,2.83,0.83,0.33,0.0,0.0,0.33,3.17,0.381,0.25,0.5,1,PJ,Dozier,G-F,6.0,6.0,205.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
443,79,137,2018,33:28,7.1,13.32,0.06,0.48,3.08,5.22,5.35,10.24,15.59,1.42,1.72,1.75,2.22,3.44,17.34,0.533,0.132,0.59,1,Andre,Drummond,C,6.0,11.0,279.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
444,81,158,2018,24:28,2.81,6.52,0.98,3.14,0.9,1.27,1.7,3.1,4.8,1.17,0.85,0.44,0.91,2.3,7.51,0.432,0.311,0.709,1,Dorian,Finney-Smith,F,6.0,8.0,220.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
445,81,160,2018,31:31,5.78,13.2,1.89,5.56,1.69,2.1,0.47,2.72,3.19,3.64,0.88,0.15,1.9,2.78,15.14,0.438,0.34,0.806,1,Evan,Fournier,G-F,6.0,7.0,205.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
446,65,187,2018,21:03,3.54,7.32,1.09,2.71,1.23,1.55,1.6,4.69,6.29,0.77,0.69,0.52,1.34,2.97,9.4,0.483,0.403,0.792,1,JaMychal,Green,F,6.0,9.0,227.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
447,67,202,2018,25:35,2.82,6.93,1.37,4.09,0.82,1.19,0.52,3.18,3.7,1.37,0.96,0.6,0.87,2.19,7.84,0.407,0.336,0.688,1,Josh,Hart,G,6.0,5.0,215.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
448,82,215,2018,31:47,3.66,9.48,1.98,5.67,1.16,1.29,0.56,3.38,3.94,1.78,1.48,0.44,1.27,2.0,10.45,0.386,0.348,0.896,1,Justin,Holiday,F-G,6.0,6.0,181.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
449,60,247,2018,19:12,2.67,5.4,0.47,1.52,1.23,2.03,1.6,2.4,4.0,0.62,0.77,0.7,0.72,2.05,7.03,0.494,0.308,0.607,1,Derrick,Jones Jr.,F-G,6.0,7.0,200.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
450,71,257,2018,21:11,2.46,5.44,1.08,3.07,0.82,1.04,1.27,3.37,4.63,0.99,0.51,1.1,0.76,2.01,6.83,0.453,0.353,0.784,1,Maxi,Kleber,F,6.0,11.0,240.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
451,48,260,2018,14:10,2.04,5.1,0.98,3.0,0.75,0.92,0.33,1.9,2.23,1.08,0.6,0.04,0.52,1.29,5.81,0.4,0.326,0.818,1,Furkan,Korkmaz,G-F,6.0,7.0,190.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
452,46,261,2018,17:00,2.33,6.15,1.52,4.2,0.83,1.0,0.61,2.33,2.93,1.17,0.59,0.91,0.54,0.89,7.0,0.378,0.363,0.826,1,Luke,Kornet,F-C,7.0,1.0,250.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
453,32,272,2018,11:44,1.75,3.97,0.84,2.13,0.59,0.69,0.25,1.75,2.0,0.41,0.41,0.0,0.34,0.88,4.94,0.441,0.397,0.864,1,Damion,Lee,G,6.0,6.0,210.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
454,77,273,2018,20:03,4.16,8.42,0.96,2.65,1.82,2.81,2.05,3.45,5.51,1.12,0.35,0.9,1.26,2.6,11.09,0.494,0.363,0.648,1,Alex,Len,C,7.0,1.0,250.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
455,80,278,2018,35:27,8.51,19.16,2.96,8.04,5.85,6.41,0.85,3.79,4.64,6.89,1.1,0.43,2.65,1.85,25.84,0.444,0.369,0.912,1,Damian,Lillard,G,6.0,3.0,195.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
456,70,303,2018,33:56,8.16,17.76,2.39,6.36,2.27,2.74,0.89,3.14,4.03,2.96,0.79,0.39,1.51,2.46,20.97,0.459,0.375,0.828,1,CJ,McCollum,G,6.0,3.0,190.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
457,82,330,2018,24:02,4.22,8.56,1.15,2.77,0.79,0.99,0.43,1.94,2.37,3.62,0.89,0.05,0.63,1.24,10.38,0.493,0.414,0.802,1,Monte,Morris,G,6.0,3.0,175.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
458,67,340,2018,26:46,3.72,7.15,0.49,1.46,1.43,2.0,2.51,5.73,8.24,3.19,1.49,0.6,1.45,2.87,9.36,0.52,0.337,0.716,1,Larry,Nance Jr.,F,6.0,9.0,230.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
459,59,344,2018,8:44,1.46,3.07,0.73,1.78,0.34,0.41,0.19,1.29,1.47,0.59,0.17,0.1,0.39,0.97,3.98,0.475,0.41,0.833,1,Georges,Niang,F,6.0,8.0,230.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
460,77,345,2018,13:42,2.1,3.58,0.0,0.0,0.7,1.03,1.65,2.57,4.22,0.58,0.86,1.25,0.62,2.16,4.91,0.587,0.0,0.684,1,Nerlens,Noel,F-C,6.0,11.0,220.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
461,82,351,2018,20:22,1.99,4.18,0.83,2.15,0.39,0.51,0.27,3.21,3.48,1.51,0.66,0.29,0.85,2.1,5.2,0.475,0.386,0.762,1,Royce,O'Neale,F,6.0,6.0,226.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
462,55,383,2018,28:14,4.76,10.8,2.24,5.73,1.73,2.11,0.4,3.22,3.62,2.15,0.96,0.35,1.82,2.56,13.49,0.441,0.39,0.819,1,Taurean,Prince,F,6.0,8.0,220.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
463,76,393,2018,26:40,3.05,7.53,1.37,4.3,0.66,1.25,0.33,1.8,2.13,2.2,0.62,0.3,0.89,2.72,8.13,0.406,0.318,0.526,1,Austin,Rivers,G,6.0,4.0,200.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
464,81,402,2018,26:33,5.43,12.68,2.68,6.99,1.56,1.78,0.33,3.12,3.46,1.67,0.89,0.36,1.11,1.47,15.1,0.428,0.383,0.875,1,Terrence,Ross,G-F,6.0,7.0,206.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
465,79,409,2018,29:15,5.78,13.97,1.57,4.61,2.35,2.87,0.48,3.11,3.59,4.09,0.82,0.15,2.18,2.39,15.49,0.414,0.341,0.819,1,Dennis,Schroder,G,6.0,1.0,172.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
466,80,416,2018,31:50,6.49,11.81,0.99,2.68,2.96,3.78,1.55,5.31,6.86,3.1,0.91,0.65,1.93,3.01,16.93,0.549,0.369,0.785,1,Pascal,Siakam,F,6.0,9.0,230.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
467,23,432,2018,9:06,0.96,2.78,0.3,1.17,0.65,1.04,0.39,0.65,1.04,0.43,0.52,0.22,0.43,1.13,2.87,0.344,0.259,0.625,1,Edmond,Sumner,G,6.0,6.0,176.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
468,66,439,2018,13:44,2.21,4.03,0.39,1.02,0.85,1.15,1.32,2.09,3.41,1.03,0.32,0.64,0.5,2.44,5.67,0.549,0.388,0.737,1,Daniel,Theis,F,6.0,8.0,243.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
469,49,455,2018,22:17,6.14,10.98,0.29,0.98,3.0,3.78,2.16,6.39,8.55,1.43,0.39,1.08,1.84,2.98,15.57,0.559,0.292,0.795,1,Jonas,Valanciunas,C,7.0,0.0,265.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
470,64,458,2018,27:29,3.84,9.38,1.75,4.63,1.52,1.8,0.33,2.28,2.61,4.8,0.89,0.3,1.28,1.72,10.95,0.41,0.378,0.843,1,Fred,VanVleet,G,6.0,0.0,195.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
471,49,491,2018,25:22,3.88,7.04,0.12,0.45,2.27,2.88,2.24,4.55,6.8,2.08,0.78,0.84,1.27,3.35,10.14,0.551,0.273,0.787,1,Cody,Zeller,C,7.0,0.0,240.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
472,59,493,2018,17:37,3.59,6.42,0.0,0.0,1.71,2.14,1.95,4.19,6.14,1.07,0.24,0.86,1.19,2.32,8.9,0.559,0.0,0.802,1,Ivica,Zubac,C,7.0,1.0,240.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
473,39,2175,2018,25:07,3.03,6.46,1.9,4.56,1.44,1.82,0.64,2.95,3.59,1.03,0.54,0.28,0.9,2.05,9.38,0.468,0.416,0.789,1,Danuel,House Jr.,,6.0,7.0,220.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
474,3,2189,2018,5:18,1.67,2.67,0.33,0.67,0.0,0.0,0.33,0.33,0.67,1.33,1.0,0.33,0.33,0.67,3.67,0.625,0.5,0.0,1,Gary,Payton II,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
475,64,65,2018,28:39,5.91,11.69,1.63,3.81,2.2,2.38,1.02,3.48,4.5,3.2,0.72,0.2,1.42,1.59,15.64,0.505,0.426,0.928,1,Malcolm,Brogdon,G,6.0,5.0,229.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
476,64,77,2018,21:30,3.0,7.41,0.95,2.63,1.81,2.2,0.47,3.2,3.67,2.0,0.61,0.33,1.02,1.42,8.77,0.405,0.363,0.823,1,Alec,Burks,G,6.0,6.0,214.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
477,51,128,2018,10:19,1.47,3.24,0.08,0.47,0.71,1.16,0.75,1.16,1.9,0.33,0.41,0.2,0.45,1.51,3.73,0.455,0.167,0.61,1,Hamidou,Diallo,G,6.0,5.0,198.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
478,27,131,2018,15:13,1.85,4.59,0.81,3.07,0.33,0.44,0.59,1.81,2.41,1.15,0.48,0.22,0.7,1.41,4.85,0.403,0.265,0.75,1,Donte,DiVincenzo,G,6.0,4.0,203.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
479,82,175,2018,26:32,4.16,8.73,0.62,1.7,1.9,2.38,0.7,2.13,2.83,3.29,1.17,0.55,1.72,2.13,10.84,0.476,0.367,0.8,1,Shai,Gilgeous-Alexander,G,6.0,6.0,181.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
480,82,194,2018,26:20,6.66,10.83,0.04,0.21,3.24,5.05,2.24,4.28,6.52,1.98,0.87,1.34,1.61,3.11,16.6,0.615,0.176,0.643,1,Montrezl,Harrell,F-C,6.0,8.0,240.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
481,70,217,2018,16:54,3.17,5.21,0.0,0.0,1.83,2.5,1.64,3.09,4.73,0.86,0.6,1.13,0.74,2.77,8.17,0.608,0.0,0.731,1,Richaun,Holmes,F-C,6.0,10.0,235.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
482,80,282,2018,18:28,2.71,4.34,0.01,0.13,0.81,1.31,2.43,2.79,5.21,1.54,0.58,0.68,0.64,2.64,6.25,0.625,0.1,0.619,1,Kevon,Looney,F,6.0,9.0,220.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
483,63,290,2018,17:47,3.29,7.86,0.81,3.17,1.29,1.84,0.7,3.21,3.9,1.38,0.48,0.37,1.08,1.48,8.67,0.418,0.255,0.698,1,Trey,Lyles,F,6.0,10.0,234.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
484,58,329,2018,21:53,3.52,8.34,1.17,3.5,1.22,1.59,1.05,3.52,4.57,1.36,0.62,0.38,0.93,3.02,9.43,0.421,0.335,0.772,1,Markieff,Morris,F,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
485,69,360,2018,28:02,5.43,12.2,1.57,4.9,2.74,3.54,1.03,3.68,4.71,1.22,1.22,0.86,1.49,2.62,15.17,0.445,0.32,0.775,1,Kelly,Oubre Jr.,F,6.0,7.0,205.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
486,77,373,2018,16:34,2.43,3.77,0.0,0.0,0.64,1.19,2.31,3.01,5.32,1.21,0.38,0.88,0.62,1.61,5.49,0.645,0.0,0.533,1,Jakob,Poeltl,C,7.0,0.0,230.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
487,50,377,2018,25:58,5.58,12.56,1.5,3.82,1.54,1.94,2.18,5.88,8.06,1.44,0.7,0.4,1.48,2.9,14.2,0.444,0.393,0.794,1,Bobby,Portis,F,6.0,11.0,250.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
488,10,390,2018,4:41,0.5,1.2,0.2,0.4,0.0,0.0,0.2,0.4,0.6,0.3,0.1,0.0,0.1,0.3,1.2,0.417,0.5,0.0,1,Davon,Reed,G,6.0,5.0,208.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
489,15,397,2018,10:43,1.2,3.07,0.67,2.33,0.27,0.4,0.13,1.13,1.27,0.33,0.33,0.0,0.27,0.73,3.33,0.391,0.286,0.667,1,Duncan,Robinson,F,6.0,8.0,210.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
