,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,4_years,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
490,81,405,2018,30:13,8.14,18.73,2.89,7.84,1.98,2.53,0.65,3.23,3.89,6.95,1.23,0.25,3.12,1.74,21.14,0.434,0.369,0.78,1,D'Angelo,Russell,G,6.0,5.0,198.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
491,77,447,2018,33:03,8.84,17.06,1.84,4.61,4.88,5.84,3.42,8.97,12.39,3.36,0.87,1.62,3.12,3.79,24.42,0.518,0.4,0.836,1,Karl-Anthony,Towns,C,7.0,0.0,248.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
492,74,452,2018,28:37,5.14,10.54,1.03,2.65,2.0,2.72,1.36,5.81,7.18,1.55,0.81,2.69,1.35,2.64,13.3,0.487,0.388,0.736,1,Myles,Turner,C-F,6.0,11.0,250.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
493,31,476,2018,9:07,1.16,1.65,0.0,0.0,0.29,0.48,0.87,1.74,2.61,0.23,0.29,1.29,0.32,1.16,2.61,0.706,0.0,0.6,1,Robert,Williams III,C-F,6.0,10.0,240.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
494,66,485,2018,29:41,4.91,11.35,1.45,3.88,1.3,2.08,0.95,4.42,5.38,4.27,1.09,0.29,2.15,2.68,12.58,0.433,0.375,0.628,1,Justise,Winslow,F,6.0,7.0,225.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
495,75,487,2018,22:38,3.23,7.44,0.67,2.24,1.59,2.0,0.91,2.64,3.55,3.31,1.17,0.4,1.03,1.37,8.71,0.434,0.298,0.793,1,Delon,Wright,G,6.0,5.0,183.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
496,62,24,2018,25:16,5.74,11.39,0.48,1.55,2.92,4.23,2.61,4.98,7.6,1.0,0.53,0.95,1.58,1.94,14.89,0.504,0.313,0.691,1,Marvin,Bagley III,F,6.0,11.0,234.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
497,47,28,2018,16:18,2.49,5.17,0.45,1.49,0.79,1.34,1.36,3.6,4.96,0.83,0.28,1.36,0.91,2.17,6.21,0.481,0.3,0.587,1,Mo,Bamba,C,7.0,0.0,221.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
498,30,32,2018,16:46,2.0,4.73,0.43,1.73,0.6,0.93,0.53,2.23,2.77,0.57,0.6,0.47,0.47,0.97,5.03,0.423,0.25,0.643,1,Keita,Bates-Diop,F,6.0,9.0,229.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
499,82,61,2018,29:29,2.95,6.87,1.28,3.82,1.16,1.44,0.68,2.54,3.22,2.11,1.57,0.46,0.85,2.45,8.34,0.43,0.335,0.805,1,Mikal,Bridges,F,6.0,7.0,210.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
500,82,81,2018,24:48,3.96,9.22,1.84,5.3,1.67,1.93,0.59,2.32,2.9,1.34,0.89,0.16,0.79,1.67,11.44,0.43,0.347,0.867,1,Kentavious,Caldwell-Pope,G,6.0,5.0,205.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
501,28,86,2018,13:18,1.64,4.39,0.36,1.36,1.14,1.89,0.68,1.82,2.5,2.5,0.71,0.54,0.71,1.71,4.79,0.374,0.263,0.604,1,Michael,Carter-Williams,G,,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
502,76,129,2018,13:33,2.49,4.96,0.25,0.74,1.16,1.39,1.07,3.03,4.09,0.95,0.62,0.54,0.75,1.76,6.38,0.501,0.339,0.83,1,Gorgui,Dieng,C,6.0,11.0,252.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
503,78,177,2018,33:44,6.03,13.41,1.55,4.45,2.37,3.24,1.65,5.71,7.36,3.71,0.73,0.72,2.08,2.21,15.97,0.449,0.349,0.731,1,Aaron,Gordon,F,6.0,9.0,220.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
504,80,182,2018,32:38,5.11,10.29,1.44,3.66,1.96,2.76,1.2,4.01,5.21,0.99,0.76,1.25,0.84,2.68,13.63,0.497,0.392,0.71,1,Jerami,Grant,F,6.0,9.0,220.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
505,76,197,2018,30:11,4.92,9.84,2.41,5.08,1.45,1.75,0.68,3.14,3.83,2.38,0.5,0.22,1.59,2.39,13.7,0.5,0.474,0.827,1,Joe,Harris,F-G,6.0,6.0,218.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
506,67,228,2018,33:04,9.01,18.52,2.6,6.48,3.19,3.66,1.06,3.94,5.0,6.93,1.54,0.51,2.57,2.49,23.82,0.487,0.401,0.873,1,Kyrie,Irving,G,6.0,3.0,193.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
507,56,296,2018,12:09,2.86,4.64,0.07,0.18,1.75,2.34,1.55,3.18,4.73,0.96,0.27,0.48,1.05,1.61,7.54,0.615,0.4,0.748,1,Boban,Marjanovic,C,7.0,3.0,290.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
508,77,305,2018,17:23,2.69,5.48,1.09,2.68,0.86,1.03,0.22,1.19,1.42,0.87,0.23,0.1,0.55,1.35,7.32,0.491,0.408,0.835,1,Doug,McDermott,F,6.0,8.0,225.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
509,79,358,2018,22:56,3.3,7.14,1.43,4.04,1.92,2.34,0.91,3.84,4.75,1.77,0.67,0.47,1.44,2.32,9.96,0.463,0.354,0.822,1,Kelly,Olynyk,F,7.0,0.0,240.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
510,76,359,2018,32:10,4.74,11.11,1.71,4.92,1.86,2.38,0.59,4.11,4.7,2.57,0.79,0.14,1.5,2.57,13.04,0.427,0.348,0.779,1,Cedi,Osman,F,6.0,8.0,215.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
511,82,371,2018,21:08,3.2,5.39,0.02,0.12,1.35,2.41,2.01,4.38,6.39,2.96,0.8,0.93,1.54,3.07,7.77,0.593,0.2,0.561,1,Mason,Plumlee,F-C,6.0,11.0,235.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
512,79,417,2018,34:09,6.84,12.15,0.0,0.08,3.25,5.42,2.18,6.65,8.82,7.72,1.42,0.77,3.47,2.65,16.92,0.563,0.0,0.6,1,Ben,Simmons,G-F,6.0,10.0,230.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
513,21,486,2018,11:57,2.9,5.57,0.43,1.24,1.95,2.67,0.81,3.14,3.95,0.38,0.33,0.48,0.81,0.81,8.19,0.521,0.346,0.732,1,Christian,Wood,F,6.0,10.0,214.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
514,81,38,2018,23:11,4.31,9.1,2.01,5.0,0.69,0.81,0.43,2.04,2.47,1.2,0.68,0.12,0.68,1.43,11.32,0.474,0.402,0.848,1,Malik,Beasley,G,6.0,5.0,195.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
515,82,210,2018,31:53,7.6,16.59,3.39,7.94,2.09,2.35,1.29,3.73,5.02,2.5,0.71,0.4,1.78,2.46,20.67,0.458,0.427,0.886,1,Buddy,Hield,G,6.0,4.0,214.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
516,52,227,2018,33:51,6.96,14.02,0.6,1.81,3.75,5.56,0.79,4.35,5.13,2.96,0.54,0.6,2.48,2.87,18.27,0.497,0.33,0.675,1,Brandon,Ingram,F,6.0,9.0,190.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
517,24,248,2018,17:04,2.21,3.08,0.0,0.0,1.0,1.54,1.29,1.83,3.13,1.17,0.5,1.04,0.67,2.63,5.42,0.716,0.0,0.649,1,Damian,Jones,C,7.0,0.0,245.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
518,40,277,2018,26:34,5.18,12.08,1.2,3.85,2.13,3.08,0.88,2.9,3.78,3.9,1.05,0.35,1.73,1.93,13.68,0.429,0.312,0.691,1,Caris,LeVert,G,6.0,7.0,204.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
519,20,320,2018,13:25,1.7,4.35,0.7,2.2,0.25,0.35,0.45,1.3,1.75,0.9,0.4,0.4,0.3,1.45,4.35,0.391,0.318,0.714,1,Shake,Milton,G,6.0,6.0,207.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
520,75,335,2018,32:39,6.84,15.64,2.03,5.52,2.52,2.97,0.87,3.36,4.23,4.84,0.89,0.36,2.11,2.04,18.23,0.437,0.367,0.848,1,Jamal,Murray,G,6.0,4.0,207.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
521,42,338,2018,10:29,1.1,3.33,0.69,2.12,0.29,0.48,0.21,0.64,0.86,0.88,0.33,0.02,0.5,0.6,3.17,0.329,0.326,0.6,1,Svi,Mykhailiuk,G,6.0,8.0,205.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
522,74,356,2018,23:47,2.65,6.86,0.81,2.91,1.59,2.19,0.55,2.39,2.95,1.23,1.19,0.45,0.85,2.24,7.7,0.386,0.279,0.728,1,Josh,Okogie,G,6.0,4.0,212.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
523,66,399,2018,20:38,3.06,4.41,0.0,0.0,1.23,2.05,2.68,3.73,6.41,0.56,0.79,2.44,0.53,3.29,7.35,0.694,0.0,0.6,1,Mitchell,Robinson,C,7.0,1.0,240.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
524,74,406,2018,24:52,5.58,9.46,0.12,0.23,2.81,3.93,2.51,6.81,9.32,2.86,0.65,0.41,2.16,3.23,14.09,0.59,0.529,0.715,1,Domantas,Sabonis,F,6.0,11.0,240.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
525,82,413,2018,31:48,6.33,14.71,1.45,3.61,2.61,3.11,0.7,2.18,2.88,2.96,0.54,0.07,2.26,2.27,16.72,0.43,0.402,0.839,1,Collin,Sexton,G,6.0,2.0,190.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
526,79,414,2018,22:48,3.04,7.05,2.11,5.01,0.95,1.18,0.27,1.43,1.7,1.49,0.47,0.13,0.57,1.96,9.14,0.431,0.422,0.806,1,Landry,Shamet,G,6.0,5.0,188.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
527,20,419,2018,7:00,1.4,3.15,0.5,1.45,0.45,0.8,0.15,0.5,0.65,0.65,0.05,0.0,0.55,0.45,3.75,0.444,0.345,0.563,1,Anfernee,Simons,G,6.0,4.0,185.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
528,16,457,2018,4:20,0.56,1.19,0.0,0.06,0.38,0.63,0.44,1.0,1.44,0.19,0.38,0.06,0.5,0.5,1.5,0.474,0.0,0.6,1,Jarred,Vanderbilt,F,6.0,9.0,214.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
529,15,3089,2018,7:24,1.07,3.33,0.33,1.4,0.2,0.47,0.07,0.67,0.73,0.33,0.07,0.13,0.27,0.27,2.67,0.32,0.238,0.429,1,Gary,Trent Jr.,,6.0,6.0,205.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
