EndYear,Rk,G,Date,Years,Days,Age,Tm,Home,Opp,Win,Diff,GS,MP,FG,FGA,FG_PCT,3P,3PA,3P_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1993,36,36,1/18/1993,29,336,29.91991786,CHI,1,BOS,1,10,1,30,10,22,0.455,0,1,0,9,10,0.9,4,4,8,3,4,1,2,1,29,25.6
1993,37,37,1/21/1993,29,339,29.92813142,CHI,0,NJN,1,13,1,39,12,24,0.5,2,4,0.5,4,4,1,1,2,3,4,4,0,3,2,30,22.3
1993,38,38,1/22/1993,29,340,29.93086927,CHI,1,CHH,0,-8,1,43,10,26,0.385,0,2,0,8,11,0.727,2,4,6,2,3,1,1,4,28,17.7
1993,39,39,1/24/1993,29,342,29.93634497,CHI,0,SAS,0,-4,1,44,16,35,0.457,0,2,0,10,11,0.909,5,6,11,3,4,2,4,3,42,31.1
1993,40,40,1/26/1993,29,344,29.94182067,CHI,0,DAL,1,35,1,27,7,15,0.467,1,4,0.25,0,0,,2,8,10,4,3,0,3,3,15,12.7
1993,41,41,1/28/1993,29,346,29.94729637,CHI,0,HOU,0,-11,1,39,12,27,0.444,1,1,1,1,2,0.5,0,6,6,4,5,0,3,2,26,17.3
1993,42,42,1/30/1993,29,348,29.95277207,CHI,0,DEN,0,-7,1,41,14,31,0.452,0,2,0,11,15,0.733,3,4,7,5,4,1,3,2,39,29
1993,43,43,2/1/1993,29,350,29.95824778,CHI,0,UTA,1,4,1,43,13,28,0.464,1,3,0.333,10,14,0.714,3,4,7,2,1,1,4,0,37,23.4
1993,44,44,2/3/1993,29,352,29.96372348,CHI,0,SAC,1,19,1,39,14,26,0.538,2,2,1,6,7,0.857,0,3,3,2,2,2,3,5,36,23.7
1993,45,45,2/4/1993,29,353,29.96646133,CHI,0,LAC,1,2,1,47,13,34,0.382,0,3,0,7,7,1,2,4,6,4,2,1,3,5,33,17.5
1993,46,46,2/7/1993,29,356,29.97467488,CHI,0,POR,1,10,1,43,13,28,0.464,4,7,0.571,4,6,0.667,3,8,11,5,2,2,1,1,34,28.8
1993,47,47,2/10/1993,29,359,29.98288843,CHI,0,IND,1,11,1,42,16,27,0.593,1,3,0.333,7,9,0.778,1,8,9,8,6,0,3,2,40,37.6
1993,48,48,2/13/1993,29,362,29.99110198,CHI,1,CLE,0,-5,1,43,12,22,0.545,0,3,0,1,2,0.5,1,5,6,5,3,1,3,2,25,19.6
1993,49,49,2/15/1993,29,364,29.99657769,CHI,1,SAC,1,18,1,37,12,21,0.571,0,2,0,8,10,0.8,3,5,8,6,3,1,3,3,32,28.6
1993,50,50,2/17/1993,30,0,30,CHI,1,UTA,1,18,1,34,10,25,0.4,2,6,0.333,5,7,0.714,4,4,8,6,3,0,3,2,27,20.1
1993,51,51,2/23/1993,30,6,30.0164271,CHI,1,MIL,1,4,1,41,15,26,0.577,0,1,0,4,6,0.667,1,2,3,4,3,1,2,3,34,25.6
1993,52,52,2/25/1993,30,8,30.02190281,CHI,0,ORL,1,2,1,41,13,29,0.448,1,3,0.333,9,10,0.9,0,4,4,4,4,0,2,3,36,25.3
1993,53,53,2/27/1993,30,10,30.02737851,CHI,1,ATL,1,20,1,36,13,27,0.481,3,4,0.75,5,5,1,2,7,9,8,2,0,2,1,34,29
1993,54,54,3/2/1993,30,13,30.03559206,CHI,0,NJN,1,7,1,40,8,17,0.471,1,3,0.333,7,9,0.778,3,6,9,8,1,0,6,4,24,17.4
1993,55,55,3/9/1993,30,20,30.05475702,CHI,1,SEA,1,3,1,41,15,28,0.536,0,3,0,8,9,0.889,2,2,4,9,6,1,2,3,38,35.8
1993,56,56,3/11/1993,30,22,30.06023272,CHI,0,MIA,0,-2,1,38,11,25,0.44,1,2,0.5,6,6,1,0,5,5,8,0,0,1,5,29,20
1993,57,57,3/12/1993,30,23,30.06297057,CHI,1,CHH,1,15,1,43,21,35,0.6,2,4,0.5,8,9,0.889,3,6,9,5,2,1,0,3,52,44.4
1993,58,58,3/14/1993,30,25,30.06844627,CHI,0,DET,0,-2,1,43,11,25,0.44,1,3,0.333,5,6,0.833,0,5,5,6,1,0,0,1,28,20.8
1993,59,59,3/15/1993,30,26,30.07118412,CHI,1,LAC,1,7,1,38,10,22,0.455,0,1,0,3,4,0.75,3,6,9,4,4,0,7,3,23,13.7
1993,60,60,3/19/1993,30,30,30.08213552,CHI,1,WSB,1,5,1,39,9,27,0.333,0,0,,7,7,1,1,2,3,5,2,1,0,4,25,15.6
1993,61,61,3/20/1993,30,31,30.08487337,CHI,0,WSB,1,25,1,31,16,27,0.593,2,2,1,13,15,0.867,0,8,8,4,2,0,1,2,47,39.1
1993,62,62,3/23/1993,30,34,30.09308693,CHI,1,MIN,1,7,1,42,12,21,0.571,4,6,0.667,6,6,1,1,4,5,7,5,1,3,1,34,33.2
1993,63,63,3/24/1993,30,35,30.09582478,CHI,0,PHI,1,13,1,39,20,29,0.69,2,4,0.5,1,2,0.5,0,2,2,4,3,0,5,2,43,30.9
1993,64,64,3/26/1993,30,37,30.10130048,CHI,1,ORL,1,21,1,33,5,14,0.357,0,0,,8,8,1,0,7,7,6,2,0,1,1,18,17.1
1993,65,65,3/30/1993,30,41,30.11225188,CHI,1,PHO,0,-4,1,40,19,31,0.613,0,6,0,6,7,0.857,0,3,3,5,4,0,3,1,44,34.5
1993,66,66,4/2/1993,30,44,30.12046543,CHI,1,NJN,1,13,1,38,16,24,0.667,0,0,,8,9,0.889,1,6,7,7,9,1,5,3,40,40.1
1993,67,67,4/4/1993,30,46,30.12594114,CHI,0,BOS,1,12,1,40,14,23,0.609,1,1,1,3,6,0.5,1,4,5,2,2,0,4,2,32,20.8
1993,68,68,4/6/1993,30,48,30.13141684,CHI,0,MIL,0,-4,1,44,13,30,0.433,1,6,0.167,3,4,0.75,1,4,5,6,4,0,5,4,30,17.3
1993,69,69,4/9/1993,30,51,30.13963039,CHI,0,ATL,1,1,1,44,12,23,0.522,1,3,0.333,5,5,1,1,11,12,4,4,2,7,2,30,23.1
1993,70,70,4/10/1993,30,52,30.14236824,CHI,0,IND,1,5,1,42,11,25,0.44,0,1,0,3,4,0.75,2,4,6,5,5,0,3,3,25,18.4
1993,71,71,4/12/1993,30,54,30.14784394,CHI,0,DET,1,3,1,41,9,21,0.429,0,4,0,5,5,1,0,6,6,4,2,0,3,3,23,14.3
1993,72,72,4/14/1993,30,56,30.15331964,CHI,1,MIA,1,27,1,31,12,19,0.632,3,4,0.75,7,7,1,1,3,4,4,2,0,1,3,34,29.7
1993,73,73,4/16/1993,30,58,30.15879535,CHI,1,MIL,1,14,1,35,15,25,0.6,0,3,0,17,21,0.81,1,6,7,5,5,0,1,1,47,43.5
1993,74,74,4/18/1993,30,60,30.16427105,CHI,0,CLE,0,-9,1,45,13,26,0.5,0,3,0,6,7,0.857,1,0,1,9,0,1,3,3,32,22.1
1993,75,75,4/20/1993,30,62,30.16974675,CHI,1,PHI,1,29,1,27,12,22,0.545,3,6,0.5,1,1,1,1,2,3,4,8,0,1,1,28,28.1
1993,76,76,4/22/1993,30,64,30.17522245,CHI,1,DET,1,6,1,46,15,27,0.556,0,1,0,6,11,0.545,1,6,7,4,4,0,2,4,36,26.8
1993,77,77,4/23/1993,30,65,30.1779603,CHI,0,CHH,0,-1,1,38,15,27,0.556,1,2,0.5,7,8,0.875,1,3,4,3,0,0,2,3,38,25.2
1993,78,78,4/25/1993,30,67,30.183436,CHI,0,NYK,0,-5,1,37,10,28,0.357,0,2,0,1,3,0.333,5,1,6,7,1,1,4,1,21,10.6
1995,1,1,3/19/1995,32,30,32.08213552,CHI,0,IND,0,-7,1,43,7,28,0.25,0,4,0,5,6,0.833,2,4,6,6,3,0,3,3,19,7.4
1995,2,2,3/22/1995,32,33,32.09034908,CHI,0,BOS,1,17,1,26,9,17,0.529,1,3,0.333,8,8,1,0,3,3,3,2,1,0,4,27,22.8
1995,3,3,3/24/1995,32,35,32.09582478,CHI,1,ORL,0,-7,1,44,7,23,0.304,0,2,0,7,11,0.636,0,4,4,8,5,2,2,2,21,16.5
1995,4,4,3/25/1995,32,36,32.09856263,CHI,0,ATL,1,1,1,43,14,26,0.538,0,1,0,4,4,1,0,4,4,2,1,0,0,2,32,22.2
1995,5,5,3/28/1995,32,39,32.10677618,CHI,0,NYK,1,2,1,39,21,37,0.568,3,4,0.75,10,11,0.909,0,4,4,2,1,0,2,3,55,37.5
1995,6,6,3/30/1995,32,41,32.11225188,CHI,1,BOS,1,18,1,39,8,17,0.471,2,2,1,5,7,0.714,0,11,11,6,0,0,4,2,23,16.2
1995,7,7,4/1/1995,32,43,32.11772758,CHI,1,PHI,1,7,1,35,5,19,0.263,0,1,0,2,4,0.5,1,4,5,6,1,1,3,2,12,3.9
1995,8,8,4/5/1995,32,47,32.12867899,CHI,0,NJN,1,7,1,43,13,31,0.419,1,1,1,10,14,0.714,3,8,11,2,3,1,2,3,37,25.3
1995,9,9,4/7/1995,32,49,32.13415469,CHI,1,CLE,1,9,1,42,9,27,0.333,1,2,0.5,9,10,0.9,0,8,8,9,2,1,4,5,28,17.7
1995,10,10,4/9/1995,32,51,32.13963039,CHI,0,CLE,0,-1,1,46,9,26,0.346,2,3,0.667,1,2,0.5,4,5,9,5,1,1,3,2,21,11.7
1995,11,11,4/11/1995,32,53,32.14510609,CHI,1,IND,1,7,1,42,8,27,0.296,1,1,1,8,10,0.8,2,9,11,6,1,2,1,4,25,16.6
1995,12,12,4/12/1995,32,54,32.14784394,CHI,0,DET,1,11,1,44,12,23,0.522,1,2,0.5,4,4,1,1,8,9,9,0,0,4,4,29,21.5
1995,13,13,4/16/1995,32,58,32.15879535,CHI,1,NYK,1,21,1,37,8,19,0.421,0,0,,12,14,0.857,4,2,6,4,3,1,1,2,28,25.2
1995,14,14,4/17/1995,32,59,32.1615332,CHI,0,MIA,1,5,1,40,9,21,0.429,0,0,,13,16,0.813,0,5,5,4,3,0,1,2,31,24.2
1995,15,15,4/20/1995,32,62,32.16974675,CHI,1,DET,1,15,1,27,8,18,0.444,0,0,,1,1,1,4,4,8,7,1,2,0,2,17,18.1
1995,16,16,4/22/1995,32,64,32.17522245,CHI,1,CHH,1,16,1,33,8,16,0.5,0,2,0,3,4,0.75,0,2,2,4,0,0,1,1,19,12.6
1995,17,17,4/23/1995,32,65,32.1779603,CHI,0,MIL,0,-4,1,45,11,29,0.379,4,4,1,7,10,0.7,4,7,11,7,3,1,4,4,33,23.8
1996,1,1,11/3/1995,32,259,32.70910335,CHI,1,CHH,1,14,1,39,16,29,0.552,3,7,0.429,7,9,0.778,1,5,6,7,0,0,1,4,42,31.8
1996,2,2,11/4/1995,32,260,32.7118412,CHI,1,BOS,1,22,1,21,5,12,0.417,0,1,0,5,7,0.714,0,0,0,3,3,1,0,4,15,12
1996,3,3,11/7/1995,32,263,32.72005476,CHI,1,TOR,1,9,1,40,13,19,0.684,3,4,0.75,9,9,1,1,3,4,5,4,0,1,2,38,37.2
1996,4,4,11/9/1995,32,265,32.72553046,CHI,0,CLE,1,18,1,37,12,24,0.5,4,8,0.5,1,2,0.5,0,5,5,3,0,0,3,3,29,16
1996,5,5,11/11/1995,32,267,32.73100616,CHI,1,POR,1,4,1,40,11,23,0.478,0,2,0,14,15,0.933,2,1,3,7,1,1,3,3,36,28
1996,6,6,11/14/1995,32,270,32.73921971,CHI,0,ORL,0,-6,1,40,8,20,0.4,3,7,0.429,4,5,0.8,2,5,7,6,2,0,2,4,23,17.3
1996,7,7,11/15/1995,32,271,32.74195756,CHI,1,CLE,1,19,1,29,7,10,0.7,1,2,0.5,5,7,0.714,1,6,7,2,1,0,1,2,20,18.1
1996,8,8,11/17/1995,32,273,32.74743326,CHI,1,NJN,1,15,1,35,7,16,0.438,0,1,0,4,4,1,1,2,3,3,4,0,5,3,18,10.8
1996,9,9,11/21/1995,32,277,32.75838467,CHI,0,DAL,1,6,1,45,12,25,0.48,0,2,0,12,13,0.923,0,8,8,5,2,2,0,3,36,31
1996,10,10,11/22/1995,32,278,32.76112252,CHI,0,SAS,1,9,1,43,15,27,0.556,1,1,1,7,8,0.875,2,7,9,2,4,0,5,5,38,26.6
1996,11,11,11/24/1995,32,280,32.76659822,CHI,0,UTA,1,5,1,40,9,21,0.429,2,5,0.4,14,17,0.824,0,8,8,6,1,0,4,3,34,24.1
1996,12,12,11/26/1995,32,282,32.77207392,CHI,0,SEA,0,-5,1,40,6,19,0.316,0,4,0,10,11,0.909,2,3,5,4,2,0,4,1,22,13.4
1996,13,13,11/27/1995,32,283,32.77481177,CHI,0,POR,1,3,1,41,13,22,0.591,0,3,0,7,8,0.875,1,2,3,8,4,0,4,3,33,28.1
1996,14,14,11/30/1995,32,286,32.78302533,CHI,0,VAN,1,6,1,39,14,26,0.538,0,2,0,1,2,0.5,1,2,3,4,3,0,2,1,29,20.7
1996,15,15,12/2/1995,32,288,32.78850103,CHI,0,LAC,1,6,1,43,13,22,0.591,0,2,0,11,14,0.786,5,6,11,5,4,1,2,3,37,35.9
1996,16,16,12/6/1995,32,292,32.79945243,CHI,1,NYK,1,7,1,45,8,27,0.296,0,0,,6,6,1,0,3,3,8,0,0,0,3,22,11.6
1996,17,17,12/8/1995,32,294,32.80492813,CHI,1,SAS,1,19,1,36,11,23,0.478,0,1,0,6,6,1,1,4,5,6,3,1,1,4,28,23.5
1996,18,18,12/9/1995,32,295,32.80766598,CHI,0,MIL,1,12,1,42,16,28,0.571,0,0,,13,16,0.813,3,2,5,4,2,0,2,3,45,34.9
1996,19,19,12/13/1995,32,299,32.81861739,CHI,1,ORL,1,9,1,43,15,30,0.5,4,7,0.571,2,6,0.333,3,3,6,2,2,1,4,3,36,21.3
1996,20,20,12/14/1995,32,300,32.82135524,CHI,0,ATL,1,19,1,31,8,16,0.5,1,4,0.25,5,5,1,1,2,3,1,0,0,3,3,22,11.8
1996,21,21,12/16/1995,32,302,32.82683094,CHI,1,LAL,1,20,1,38,5,20,0.25,0,1,0,10,10,1,2,5,7,6,5,1,3,2,20,17
1996,22,22,12/18/1995,32,304,32.83230664,CHI,0,BOS,1,9,1,40,16,27,0.593,0,1,0,5,8,0.625,0,6,6,3,5,0,2,2,37,29.4
1996,23,23,12/19/1995,32,305,32.83504449,CHI,1,DAL,1,13,1,36,12,23,0.522,0,1,0,8,8,1,1,3,4,4,1,0,0,1,32,25.7
1996,24,24,12/22/1995,32,308,32.84325804,CHI,1,TOR,1,9,1,40,9,19,0.474,2,3,0.667,7,7,1,3,7,10,5,3,0,2,1,27,25.6
1996,25,25,12/23/1995,32,309,32.84599589,CHI,1,UTA,1,14,1,37,12,22,0.545,1,2,0.5,5,5,1,1,6,7,8,3,1,2,2,30,28.4
1996,26,26,12/26/1995,32,312,32.85420945,CHI,0,IND,0,-6,1,43,11,28,0.393,1,2,0.5,7,9,0.778,2,8,10,4,1,2,2,3,30,19.8
1996,27,27,12/29/1995,32,315,32.862423,CHI,1,IND,1,27,1,36,8,20,0.4,0,2,0,13,18,0.722,3,4,7,3,3,0,4,4,29,19
1996,28,28,12/30/1995,32,316,32.86516085,CHI,1,ATL,1,2,1,42,14,27,0.519,1,2,0.5,4,6,0.667,2,5,7,6,4,1,5,3,33,24.5
1996,29,29,1/3/1996,32,320,32.87611225,CHI,1,HOU,1,14,1,40,17,29,0.586,1,1,1,3,4,0.75,3,5,8,5,3,0,1,3,38,32
1996,30,30,1/4/1996,32,321,32.8788501,CHI,0,CHH,1,24,1,34,11,20,0.55,0,1,0,5,7,0.714,1,4,5,5,1,0,1,1,27,21.6
1996,31,31,1/6/1996,32,323,32.8843258,CHI,1,MIL,1,29,1,37,10,20,0.5,2,4,0.5,10,12,0.833,1,1,2,3,3,1,0,2,32,27.2
1996,32,32,1/10/1996,32,327,32.89527721,CHI,1,SEA,1,26,1,36,14,25,0.56,1,2,0.5,6,7,0.857,1,13,14,5,0,1,4,2,35,26.7
1996,33,33,1/13/1996,32,330,32.90349076,CHI,0,PHI,1,27,1,34,18,28,0.643,5,7,0.714,7,7,1,3,7,10,2,1,1,2,1,48,40.5
1996,34,34,1/15/1996,32,332,32.90896646,CHI,0,WSB,1,7,1,39,16,31,0.516,3,7,0.429,11,11,1,0,4,4,2,1,0,5,5,46,27.3
1996,35,35,1/16/1996,32,333,32.91170431,CHI,1,PHI,1,12,1,32,13,22,0.591,2,6,0.333,4,6,0.667,3,4,7,2,3,0,1,1,32,27.3
1996,36,36,1/18/1996,32,335,32.91718001,CHI,0,TOR,1,3,1,43,14,28,0.5,4,8,0.5,6,8,0.75,4,5,9,2,1,0,1,0,38,28.9
1996,37,37,1/21/1996,32,338,32.92539357,CHI,0,DET,1,15,1,43,12,23,0.522,3,5,0.6,9,11,0.818,3,5,8,4,2,1,3,1,36,29.6
1996,38,38,1/23/1996,32,340,32.93086927,CHI,0,NYK,1,20,1,36,13,23,0.565,3,4,0.75,4,5,0.8,1,5,6,4,3,0,2,1,33,27.3
1996,39,39,1/24/1996,32,341,32.93360712,CHI,1,VAN,1,20,1,26,4,10,0.4,0,1,0,4,6,0.667,1,2,3,6,0,0,1,4,12,8.7
1996,40,40,1/26/1996,32,343,32.93908282,CHI,1,MIA,1,22,1,35,10,21,0.476,1,3,0.333,4,5,0.8,4,5,9,4,3,2,8,4,25,15.8
1996,41,41,1/28/1996,32,345,32.94455852,CHI,1,PHO,1,11,1,42,13,25,0.52,0,2,0,5,7,0.714,3,3,6,6,3,1,2,5,31,24.8
1996,42,42,1/30/1996,32,347,32.95003422,CHI,0,HOU,1,11,1,43,7,26,0.269,1,6,0.167,7,8,0.875,3,5,8,1,4,0,2,3,22,11.3
1996,43,43,2/1/1996,32,349,32.95550992,CHI,0,SAC,1,20,1,38,7,16,0.438,0,1,0,13,14,0.929,0,2,2,1,2,1,4,4,27,16.6
1996,44,44,2/2/1996,32,350,32.95824778,CHI,0,LAL,1,15,1,39,8,17,0.471,0,0,,1,1,1,3,4,7,7,1,0,3,2,17,13.7
1996,45,45,2/4/1996,32,352,32.96372348,CHI,0,DEN,0,-6,1,42,13,29,0.448,4,7,0.571,9,11,0.818,0,3,3,4,3,1,4,1,39,26.1
1996,46,46,2/6/1996,32,354,32.96919918,CHI,0,PHO,0,-10,1,40,9,22,0.409,0,2,0,10,17,0.588,2,0,2,6,3,0,3,5,28,17
1996,47,47,2/7/1996,32,355,32.97193703,CHI,0,GSW,1,4,1,46,15,31,0.484,0,0,,10,13,0.769,6,5,11,6,3,2,2,3,40,34.2
1996,48,48,2/13/1996,32,361,32.98836413,CHI,1,WSB,1,13,1,36,11,23,0.478,2,3,0.667,8,10,0.8,2,7,9,3,0,0,4,2,32,20.3
1996,49,49,2/15/1996,32,363,32.99383984,CHI,0,DET,1,3,1,49,10,30,0.333,0,1,0,12,12,1,2,6,8,5,3,0,1,2,32,22.9
1996,50,50,2/16/1996,32,364,32.99657769,CHI,0,MIN,1,3,1,38,13,23,0.565,4,4,1,5,5,1,1,6,7,4,0,1,2,1,35,27.7
1996,51,51,2/18/1996,33,1,33.00273785,CHI,0,IND,1,8,1,42,16,29,0.552,3,4,0.75,9,10,0.9,4,1,5,7,3,2,3,2,44,38.3
1996,52,52,2/20/1996,33,3,33.00821355,CHI,1,CLE,1,26,1,35,6,19,0.316,0,0,,2,3,0.667,3,6,9,6,0,0,0,3,14,9.6
1996,53,53,2/22/1996,33,5,33.01368925,CHI,0,ATL,1,5,1,43,15,26,0.577,2,2,1,2,2,1,1,2,3,3,0,1,2,0,34,23.9
1996,54,54,2/23/1996,33,6,33.0164271,CHI,0,MIA,0,-9,1,40,9,21,0.429,1,4,0.25,12,13,0.923,3,6,9,5,4,0,3,4,31,26.3
1996,55,55,2/25/1996,33,8,33.02190281,CHI,1,ORL,1,20,1,40,8,19,0.421,1,1,1,6,8,0.75,2,3,5,7,2,0,1,2,23,19.5
1996,56,56,2/27/1996,33,10,33.02737851,CHI,1,MIN,1,21,1,41,11,24,0.458,2,3,0.667,11,12,0.917,2,4,6,7,2,0,1,2,35,29.9
1996,57,57,3/1/1996,33,13,33.03559206,CHI,1,GSW,1,23,1,35,7,17,0.412,1,3,0.333,2,3,0.667,0,3,3,6,6,0,3,1,17,15.2
1996,58,58,3/2/1996,33,14,33.03832991,CHI,1,BOS,1,32,1,32,8,15,0.533,0,2,0,5,8,0.625,3,5,8,8,4,1,1,0,21,25.4
1996,59,59,3/5/1996,33,17,33.04654346,CHI,1,MIL,1,9,1,32,12,20,0.6,4,5,0.8,5,6,0.833,4,4,8,4,2,0,3,0,33,29.2
1996,60,60,3/7/1996,33,19,33.05201916,CHI,1,DET,1,21,1,38,21,28,0.75,2,4,0.5,9,10,0.9,2,9,11,2,6,0,4,3,53,47.7
1996,61,61,3/10/1996,33,22,33.06023272,CHI,0,NYK,0,-32,1,43,12,26,0.462,2,4,0.5,6,7,0.857,1,7,8,3,1,1,7,3,32,16.6
1996,62,62,3/13/1996,33,25,33.06844627,CHI,1,WSB,1,17,1,36,12,25,0.48,2,6,0.333,11,12,0.917,0,6,6,5,1,0,3,2,37,26.4
1996,63,63,3/15/1996,33,27,33.07392197,CHI,1,DEN,1,21,1,36,14,22,0.636,3,5,0.6,2,3,0.667,0,6,6,3,3,2,3,2,33,27.3
1996,64,64,3/16/1996,33,28,33.07665982,CHI,0,NJN,1,4,1,43,14,29,0.483,2,5,0.4,7,7,1,2,14,16,5,1,3,0,4,37,32.9
1996,65,65,3/18/1996,33,30,33.08213552,CHI,0,PHI,1,4,1,47,15,32,0.469,0,5,0,8,10,0.8,2,9,11,4,1,0,2,5,38,24.7
1996,66,66,3/19/1996,33,31,33.08487337,CHI,1,SAC,1,22,1,35,7,16,0.438,0,3,0,6,6,1,2,7,9,3,2,0,6,3,20,12
1996,67,67,3/21/1996,33,33,33.09034908,CHI,1,NYK,1,21,1,37,14,24,0.583,1,4,0.25,7,7,1,0,11,11,5,1,0,1,3,36,30.4
1996,68,68,3/24/1996,33,36,33.09856263,CHI,0,TOR,0,-1,1,39,14,22,0.636,0,1,0,8,8,1,5,4,9,2,0,2,2,3,36,30.5
1996,69,69,3/28/1996,33,40,33.10951403,CHI,1,ATL,1,31,1,30,5,12,0.417,0,1,0,3,6,0.5,0,5,5,7,1,1,0,3,13,12.3
1996,70,70,3/30/1996,33,42,33.11498973,CHI,1,LAC,1,21,1,34,6,15,0.4,0,1,0,9,10,0.9,4,5,9,6,2,0,1,1,21,21.6
1996,71,71,4/2/1996,33,45,33.12320329,CHI,0,MIA,1,18,1,37,11,23,0.478,2,3,0.667,8,8,1,1,7,8,3,2,0,1,4,32,24.6
1996,72,72,4/4/1996,33,47,33.12867899,CHI,1,MIA,1,8,1,41,13,24,0.542,1,4,0.25,13,16,0.813,3,4,7,3,4,2,4,2,40,33.2
1996,73,73,4/5/1996,33,48,33.13141684,CHI,0,CHH,1,34,1,28,10,16,0.625,2,2,1,2,3,0.667,0,5,5,4,3,0,3,0,24,20.7
1996,74,74,4/7/1996,33,50,33.13689254,CHI,0,ORL,1,4,1,44,10,30,0.333,2,4,0.5,5,5,1,1,2,3,1,2,0,1,2,27,12.2
1996,75,75,4/8/1996,33,51,33.13963039,CHI,1,CHH,0,-1,1,42,13,27,0.481,1,3,0.333,13,19,0.684,4,7,11,5,1,0,1,2,40,31.5
1996,76,76,4/11/1996,33,54,33.14784394,CHI,0,NJN,1,13,1,26,8,18,0.444,0,1,0,1,4,0.25,3,4,7,3,3,0,3,0,17,11.8
1996,77,77,4/12/1996,33,55,33.15058179,CHI,1,PHI,1,30,1,29,10,16,0.625,2,4,0.5,1,1,1,2,1,3,0,4,1,2,2,23,19.4
1996,78,78,4/14/1996,33,57,33.15605749,CHI,0,CLE,1,26,1,35,11,18,0.611,4,7,0.571,6,6,1,3,9,12,3,1,0,3,0,32,28.7
1996,79,79,4/16/1996,33,59,33.1615332,CHI,0,MIL,1,6,1,42,9,27,0.333,1,4,0.25,3,4,0.75,1,8,9,4,2,1,4,1,22,10.5
1996,80,80,4/18/1996,33,61,33.1670089,CHI,1,DET,1,31,1,24,11,18,0.611,4,5,0.8,4,4,1,1,4,5,1,1,0,2,1,30,23
1996,81,81,4/20/1996,33,63,33.1724846,CHI,1,IND,0,-1,1,31,9,23,0.391,2,5,0.4,4,5,0.8,0,2,2,6,1,1,3,4,24,13
1996,82,82,4/21/1996,33,64,33.17522245,CHI,0,WSB,1,10,1,24,11,22,0.5,1,3,0.333,3,3,1,1,3,4,4,4,0,1,0,26,22.4
1997,1,1,11/1/1996,33,258,33.7063655,CHI,0,BOS,1,9,1,43,10,22,0.455,0,5,0,10,13,0.769,1,3,4,3,0,0,1,2,30,19.3
1997,2,2,11/2/1996,33,259,33.70910335,CHI,1,PHI,1,29,1,30,11,20,0.55,3,7,0.429,2,2,1,1,1,2,5,4,0,2,2,27,23.1
1997,3,3,11/5/1996,33,262,33.71731691,CHI,1,VAN,1,23,1,31,9,18,0.5,3,5,0.6,1,1,1,2,5,7,3,4,0,4,2,22,17.2
1997,4,4,11/6/1996,33,263,33.72005476,CHI,0,MIA,1,6,1,40,18,33,0.545,1,2,0.5,13,14,0.929,1,5,6,0,1,1,0,1,50,37.2
1997,5,5,11/8/1996,33,265,33.72553046,CHI,0,DET,1,18,1,36,6,14,0.429,1,3,0.333,2,2,1,1,3,4,8,1,0,0,3,15,14.6
1997,6,6,11/9/1996,33,266,33.72826831,CHI,1,BOS,1,12,1,32,10,23,0.435,0,2,0,7,11,0.636,2,1,3,3,1,0,0,2,27,17.3
1997,7,7,11/11/1996,33,268,33.73374401,CHI,1,PHO,1,18,1,35,12,21,0.571,1,1,1,1,2,0.5,1,1,2,5,1,1,3,1,26,18.5
1997,8,8,11/13/1996,33,270,33.73921971,CHI,1,MIA,1,32,1,34,8,23,0.348,0,1,0,12,16,0.75,1,4,5,3,1,0,0,3,28,17.3
1997,9,9,11/15/1996,33,272,33.74469541,CHI,0,CHH,1,23,1,29,15,25,0.6,4,5,0.8,4,4,1,0,1,1,2,1,1,1,2,38,28.1
1997,10,10,11/16/1996,33,273,33.74743326,CHI,1,ATL,1,28,1,35,11,23,0.478,0,1,0,3,4,0.75,0,5,5,3,1,0,2,2,25,14.7
1997,11,11,11/20/1996,33,277,33.75838467,CHI,0,PHO,1,14,1,35,16,29,0.552,0,0,,5,6,0.833,1,3,4,4,1,1,2,3,37,25.6
1997,12,12,11/21/1996,33,278,33.76112252,CHI,0,DEN,1,18,1,34,12,23,0.522,0,2,0,7,7,1,4,3,7,3,2,1,2,2,31,25.4
1997,13,13,11/23/1996,33,280,33.76659822,CHI,0,UTA,0,-5,1,39,17,32,0.531,0,6,0,10,12,0.833,1,5,6,4,2,1,2,3,44,32.1
1997,14,14,11/25/1996,33,282,33.77207392,CHI,0,LAC,1,4,1,43,14,26,0.538,1,3,0.333,11,12,0.917,1,6,7,2,2,4,2,3,40,32.5
1997,15,15,11/29/1996,33,286,33.78302533,CHI,0,DAL,1,19,1,40,13,23,0.565,4,5,0.8,6,6,1,0,7,7,4,2,0,2,1,36,29.6
1997,16,16,11/30/1996,33,287,33.78576318,CHI,0,SAS,1,9,1,38,14,35,0.4,2,5,0.4,5,5,1,0,9,9,3,0,0,1,0,35,19.9
1997,17,17,12/3/1996,33,290,33.79397673,CHI,0,MIL,1,3,1,41,13,27,0.481,0,0,,14,17,0.824,2,4,6,6,0,0,3,1,40,28.5
1997,18,18,12/5/1996,33,292,33.79945243,CHI,1,LAC,1,18,1,31,9,21,0.429,0,3,0,2,3,0.667,1,3,4,6,2,0,1,3,20,14.1
1997,19,19,12/7/1996,33,294,33.80492813,CHI,1,MIA,0,-3,1,42,16,30,0.533,0,3,0,5,6,0.833,1,8,9,3,0,0,0,1,37,26.8
