EndYear,Rk,G,Date,Years,Days,Age,Tm,Home,Opp,Win,Diff,GS,MP,FG,FGA,FG_PCT,3P,3PA,3P_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1997,20,20,12/8/1996,33,295,33.80766598,CHI,0,TOR,0,-8,1,41,5,17,0.294,1,4,0.25,2,2,1,0,9,9,8,2,2,3,1,13,11.4
1997,21,21,12/11/1996,33,298,33.81587953,CHI,1,MIN,1,17,1,36,10,16,0.625,1,1,1,6,6,1,0,7,7,3,3,0,1,0,27,26
1997,22,22,12/13/1996,33,300,33.82135524,CHI,0,NJN,1,21,1,34,9,19,0.474,3,5,0.6,11,12,0.917,0,6,6,6,4,0,1,2,32,30.1
1997,23,23,12/14/1996,33,301,33.82409309,CHI,1,CHH,1,5,1,41,10,26,0.385,0,3,0,9,12,0.75,2,7,9,5,5,0,1,0,29,24.6
1997,24,24,12/17/1996,33,304,33.83230664,CHI,1,LAL,1,6,1,47,10,32,0.313,0,2,0,10,14,0.714,5,4,9,3,1,1,2,2,30,15.7
1997,25,25,12/19/1996,33,306,33.83778234,CHI,0,CHH,1,21,1,36,13,27,0.481,3,8,0.375,6,7,0.857,5,3,8,1,1,1,2,0,35,25.7
1997,26,26,12/21/1996,33,308,33.84325804,CHI,0,PHI,1,6,1,44,12,29,0.414,1,3,0.333,6,8,0.75,0,1,1,3,1,1,1,4,31,16.2
1997,27,27,12/23/1996,33,310,33.84873374,CHI,1,NJN,1,32,1,33,10,18,0.556,0,1,0,4,4,1,2,1,3,4,0,0,3,1,24,16.5
1997,28,28,12/25/1996,33,312,33.85420945,CHI,1,DET,1,12,1,46,9,21,0.429,0,4,0,5,7,0.714,6,4,10,2,1,0,4,3,23,13.7
1997,29,29,12/26/1996,33,313,33.8569473,CHI,0,ATL,0,-5,1,40,10,25,0.4,2,5,0.4,12,13,0.923,0,3,3,1,2,1,0,2,34,23.6
1997,30,30,12/28/1996,33,315,33.862423,CHI,1,CLE,1,5,1,42,13,25,0.52,0,1,0,19,20,0.95,2,5,7,5,3,0,4,4,45,36.1
1997,31,31,12/30/1996,33,317,33.8678987,CHI,1,IND,1,2,1,40,12,29,0.414,1,5,0.2,3,4,0.75,3,4,7,4,1,0,3,1,28,15.8
1997,32,32,1/3/1997,33,321,33.8788501,CHI,1,ORL,1,21,1,35,10,18,0.556,0,2,0,2,2,1,1,3,4,6,2,1,2,2,22,19.1
1997,33,33,1/6/1997,33,324,33.88706366,CHI,1,UTA,1,13,1,40,8,20,0.4,2,3,0.667,5,6,0.833,3,5,8,3,3,1,1,1,23,19.8
1997,34,34,1/10/1997,33,328,33.89801506,CHI,0,MIL,1,15,1,38,11,23,0.478,3,4,0.75,8,13,0.615,1,4,5,3,0,0,0,2,33,22.5
1997,35,35,1/11/1997,33,329,33.90075291,CHI,1,HOU,1,24,1,39,12,25,0.48,4,6,0.667,4,4,1,0,6,6,7,2,0,3,1,32,24.6
1997,36,36,1/14/1997,33,332,33.90896646,CHI,1,WSB,1,1,1,40,14,27,0.519,0,4,0,11,11,1,0,2,2,2,2,0,0,3,39,28.5
1997,37,37,1/15/1997,33,333,33.91170431,CHI,0,MIN,1,10,1,35,12,22,0.545,1,5,0.2,0,0,,1,2,3,4,1,1,3,2,25,16.4
1997,38,38,1/17/1997,33,335,33.91718001,CHI,1,MIL,1,27,1,36,10,15,0.667,1,2,0.5,3,4,0.75,1,6,7,11,2,0,1,2,24,27.5
1997,39,39,1/19/1997,33,337,33.92265572,CHI,0,HOU,0,-16,1,43,8,25,0.32,1,6,0.167,9,9,1,3,11,14,5,1,1,1,0,26,21.3
1997,40,40,1/21/1997,33,339,33.92813142,CHI,1,NYK,1,1,1,43,18,30,0.6,5,8,0.625,10,11,0.909,1,3,4,4,2,0,2,1,51,40.8
1997,41,41,1/23/1997,33,341,33.93360712,CHI,0,CLE,1,16,1,39,10,24,0.417,1,5,0.2,11,12,0.917,1,8,9,0,1,0,4,2,32,18.1
1997,42,42,1/25/1997,33,343,33.93908282,CHI,1,TOR,1,12,1,31,10,16,0.625,3,4,0.75,1,2,0.5,1,2,3,4,2,0,0,1,24,22.1
1997,43,43,1/28/1997,33,346,33.94729637,CHI,0,VAN,1,15,1,32,12,19,0.632,1,3,0.333,3,4,0.75,1,3,4,3,4,0,2,1,28,24.4
1997,44,44,1/30/1997,33,348,33.95277207,CHI,0,SAC,1,18,1,40,11,19,0.579,1,5,0.2,9,10,0.9,0,6,6,2,3,0,2,3,32,25.7
1997,45,45,1/31/1997,33,349,33.95550992,CHI,0,GSW,1,23,1,32,8,17,0.471,1,6,0.167,1,1,1,0,4,4,8,3,0,2,2,18,16.3
1997,46,46,2/2/1997,33,351,33.96098563,CHI,0,SEA,1,7,1,45,19,28,0.679,2,3,0.667,5,6,0.833,3,4,7,3,1,0,1,2,45,37.2
1997,47,47,2/4/1997,33,353,33.96646133,CHI,0,POR,1,4,1,41,15,30,0.5,1,4,0.25,5,5,1,1,4,5,2,1,2,0,3,36,25.5
1997,48,48,2/5/1997,33,354,33.96919918,CHI,0,LAL,0,-16,1,40,10,24,0.417,2,5,0.4,5,6,0.833,1,3,4,4,1,1,2,1,27,17.5
1997,49,49,2/11/1997,33,360,33.98562628,CHI,1,CHH,1,3,1,42,16,24,0.667,1,2,0.5,10,14,0.714,0,5,5,4,3,0,5,2,43,32.5
1997,50,50,2/14/1997,33,363,33.99383984,CHI,0,ATL,1,1,1,45,13,28,0.464,1,2,0.5,3,5,0.6,3,5,8,4,2,0,4,0,30,19.2
1997,51,51,2/16/1997,33,365,33.99931554,CHI,1,ORL,1,21,1,38,8,20,0.4,3,4,0.75,0,0,,1,7,8,10,4,0,2,3,19,18.8
1997,52,52,2/18/1997,34,1,34.00273785,CHI,1,DEN,1,11,1,32,10,18,0.556,1,3,0.333,3,4,0.75,2,3,5,12,3,0,0,3,24,27.5
1997,53,53,2/21/1997,34,4,34.0109514,CHI,0,WSB,1,4,1,45,13,28,0.464,3,4,0.75,7,12,0.583,1,3,4,4,1,0,2,2,36,22.2
1997,54,54,2/22/1997,34,5,34.01368925,CHI,1,GSW,1,33,1,31,13,19,0.684,5,8,0.625,3,4,0.75,1,4,5,1,3,0,2,1,34,28.7
1997,55,55,2/24/1997,34,7,34.01916496,CHI,1,POR,1,27,1,30,13,27,0.481,3,7,0.429,8,9,0.889,1,3,4,3,0,0,1,1,37,25.2
1997,56,56,2/27/1997,34,10,34.02737851,CHI,0,CLE,0,-3,1,43,7,25,0.28,0,3,0,9,9,1,1,7,8,4,0,0,2,2,23,11.1
1997,57,57,2/28/1997,34,11,34.03011636,CHI,1,SAC,1,18,1,35,13,20,0.65,5,7,0.714,4,5,0.8,1,8,9,6,1,1,2,2,35,32
1997,58,58,3/3/1997,34,14,34.03832991,CHI,1,MIL,1,18,1,36,11,19,0.579,3,7,0.429,6,6,1,0,3,3,6,2,0,2,2,31,26.4
1997,59,59,3/5/1997,34,16,34.04380561,CHI,1,SAS,1,42,1,23,7,17,0.412,1,4,0.25,1,2,0.5,1,1,2,4,2,0,0,1,16,11.9
1997,60,60,3/7/1997,34,18,34.04928131,CHI,1,IND,1,8,1,44,11,21,0.524,1,3,0.333,15,17,0.882,1,3,4,5,2,1,4,3,38,29.5
1997,61,61,3/9/1997,34,20,34.05475702,CHI,0,NYK,0,-4,1,46,14,31,0.452,0,3,0,8,9,0.889,2,4,6,4,1,0,1,2,36,24.1
1997,62,62,3/11/1997,34,22,34.06023272,CHI,0,BOS,1,11,1,43,13,23,0.565,1,3,0.333,5,6,0.833,0,4,4,9,3,0,2,2,32,28.4
1997,63,63,3/12/1997,34,23,34.06297057,CHI,0,PHI,1,4,1,37,9,24,0.375,1,4,0.25,4,5,0.8,0,5,5,3,2,1,4,2,23,10.9
1997,64,64,3/14/1997,34,25,34.06844627,CHI,0,NJN,0,-1,1,39,16,34,0.471,1,3,0.333,3,5,0.6,2,6,8,5,0,1,1,1,36,23.8
1997,65,65,3/15/1997,34,26,34.07118412,CHI,1,ATL,1,20,1,29,5,11,0.455,0,1,0,0,0,,1,3,4,3,1,2,3,1,10,7
1997,66,66,3/18/1997,34,29,34.07939767,CHI,1,SEA,1,2,1,50,10,28,0.357,0,4,0,12,13,0.923,8,10,18,2,0,0,8,3,32,16.8
1997,67,67,3/21/1997,34,32,34.08761123,CHI,0,IND,1,19,1,40,11,25,0.44,1,3,0.333,13,14,0.929,4,2,6,4,2,1,2,0,36,29.4
1997,68,68,3/22/1997,34,33,34.09034908,CHI,1,DET,1,15,1,35,8,20,0.4,3,6,0.5,4,4,1,2,3,5,7,2,1,0,3,23,20.9
1997,69,69,3/25/1997,34,36,34.09856263,CHI,1,DAL,1,2,1,36,9,20,0.45,0,1,0,2,2,1,0,1,1,3,3,0,2,3,20,11.8
1997,70,70,3/27/1997,34,38,34.10403833,CHI,0,TOR,1,13,1,41,5,17,0.294,0,0,,2,3,0.667,3,7,10,4,0,2,6,2,12,3.3
1997,71,71,3/29/1997,34,40,34.10951403,CHI,1,NJN,1,10,1,39,9,21,0.429,1,2,0.5,2,3,0.667,2,4,6,10,0,2,0,3,21,19.3
1997,72,72,4/1/1997,34,43,34.11772758,CHI,1,BOS,1,5,1,27,8,11,0.727,0,0,,5,9,0.556,0,8,8,2,2,0,2,1,21,18.3
1997,73,73,4/3/1997,34,45,34.12320329,CHI,0,WSB,0,-8,1,39,14,30,0.467,1,4,0.25,5,6,0.833,0,1,1,6,2,1,2,2,34,22.6
1997,74,74,4/4/1997,34,46,34.12594114,CHI,1,CLE,1,13,1,38,9,16,0.563,0,1,0,4,5,0.8,1,4,5,3,1,2,0,2,22,19.6
1997,75,75,4/6/1997,34,48,34.13141684,CHI,0,ORL,1,16,1,40,13,22,0.591,3,6,0.5,8,9,0.889,2,6,8,5,3,1,4,3,37,31.6
1997,76,76,4/7/1997,34,49,34.13415469,CHI,1,PHI,1,26,1,30,13,25,0.52,3,4,0.75,1,2,0.5,3,5,8,2,3,2,2,1,30,24.3
1997,77,77,4/9/1997,34,51,34.13963039,CHI,0,IND,1,6,1,41,8,19,0.421,0,3,0,7,8,0.875,0,3,3,2,5,0,6,2,23,13
1997,78,78,4/10/1997,34,52,34.14236824,CHI,0,NYK,1,2,1,44,12,26,0.462,1,3,0.333,9,10,0.9,1,7,8,6,1,1,3,3,34,24.7
1997,79,79,4/13/1997,34,55,34.15058179,CHI,0,DET,0,-17,1,38,7,16,0.438,0,3,0,4,4,1,1,8,9,7,0,0,4,1,18,13.2
1997,80,80,4/14/1997,34,56,34.15331964,CHI,1,TOR,1,17,1,35,12,24,0.5,4,7,0.571,2,2,1,2,9,11,10,3,1,2,2,30,30
1997,81,81,4/16/1997,34,58,34.15879535,CHI,0,MIA,0,-10,1,39,11,27,0.407,2,5,0.4,2,4,0.5,1,7,8,3,0,1,3,5,26,11.3
1997,82,82,4/19/1997,34,61,34.1670089,CHI,1,NYK,0,-2,1,39,14,22,0.636,1,1,1,4,8,0.5,0,3,3,3,2,0,4,4,33,21
1998,1,1,10/31/1997,34,256,34.7008898,CHI,0,BOS,0,-7,1,42,7,23,0.304,0,0,,16,21,0.762,1,5,6,4,2,1,3,2,30,18.6
1998,2,2,11/1/1997,34,257,34.70362765,CHI,1,PHI,1,20,1,24,7,14,0.5,0,0,,2,2,1,1,6,7,2,2,0,3,3,16,10.7
1998,3,3,11/3/1997,34,259,34.70910335,CHI,1,SAS,1,4,1,48,12,39,0.308,1,4,0.25,4,6,0.667,4,9,13,4,5,2,3,0,29,17.4
1998,4,4,11/5/1997,34,261,34.71457906,CHI,1,ORL,1,13,1,41,11,25,0.44,0,3,0,7,9,0.778,4,13,17,4,0,0,0,2,29,23.8
1998,5,5,11/7/1997,34,263,34.72005476,CHI,0,ATL,0,-2,1,40,11,25,0.44,0,1,0,5,7,0.714,1,8,9,6,1,0,2,1,27,19
1998,6,6,11/8/1997,34,264,34.72279261,CHI,1,NJN,1,13,1,33,5,13,0.385,0,1,0,5,8,0.625,1,4,5,2,2,0,2,3,15,8.8
1998,7,7,11/11/1997,34,267,34.73100616,CHI,0,CLE,0,-21,1,34,7,17,0.412,0,1,0,5,7,0.714,2,4,6,1,1,0,3,1,19,10
1998,8,8,11/12/1997,34,268,34.73374401,CHI,1,WAS,0,-7,1,40,10,28,0.357,0,2,0,8,12,0.667,2,5,7,3,4,2,5,1,28,15.8
1998,9,9,11/14/1997,34,270,34.73921971,CHI,1,CHH,1,13,1,38,12,24,0.5,2,2,1,2,2,1,1,3,4,7,1,1,2,0,28,22.2
1998,10,10,11/15/1997,34,271,34.74195756,CHI,1,CLE,1,9,1,39,11,26,0.423,1,1,1,4,7,0.571,0,2,2,4,2,0,5,2,27,11.6
1998,11,11,11/20/1997,34,276,34.75564682,CHI,0,PHO,0,-4,1,41,13,27,0.481,0,1,0,4,6,0.667,1,5,6,3,1,0,3,0,30,17.8
1998,12,12,11/21/1997,34,277,34.75838467,CHI,0,LAC,1,9,1,52,18,38,0.474,0,2,0,13,19,0.684,2,3,5,5,1,1,4,3,49,29.5
1998,13,13,11/23/1997,34,279,34.76386037,CHI,0,SAC,1,15,1,41,11,19,0.579,0,0,,11,12,0.917,1,2,3,5,2,1,2,1,33,28.8
1998,14,14,11/25/1997,34,281,34.76933607,CHI,0,SEA,0,-1,1,38,11,25,0.44,0,2,0,4,6,0.667,2,4,6,5,5,0,3,1,26,19.8
1998,15,15,11/28/1997,34,284,34.77754962,CHI,0,IND,0,-11,1,42,11,26,0.423,0,2,0,4,8,0.5,1,6,7,2,2,0,1,3,26,14.3
1998,16,16,11/29/1997,34,285,34.78028747,CHI,0,WAS,1,5,1,37,10,21,0.476,1,1,1,8,12,0.667,0,4,4,3,2,0,2,3,29,18.8
1998,17,17,12/3/1997,34,289,34.79123888,CHI,0,BOS,1,10,1,40,11,21,0.524,1,3,0.333,6,8,0.75,4,5,9,5,2,1,7,2,29,20.6
1998,18,18,12/5/1997,34,291,34.79671458,CHI,1,MIL,1,22,1,35,4,16,0.25,0,3,0,5,6,0.833,3,6,9,2,1,0,1,3,13,7.1
1998,19,19,12/9/1997,34,295,34.80766598,CHI,1,NYK,1,18,1,37,10,23,0.435,0,0,,9,9,1,1,3,4,4,1,0,4,4,29,16.7
1998,20,20,12/10/1997,34,296,34.81040383,CHI,0,ORL,0,-8,1,37,6,17,0.353,0,1,0,13,13,1,1,1,2,5,1,0,3,3,25,16.8
1998,21,21,12/12/1997,34,298,34.81587953,CHI,0,CHH,0,-2,1,41,12,24,0.5,0,0,,4,6,0.667,3,6,9,5,0,0,4,2,28,17.8
1998,22,22,12/13/1997,34,299,34.81861739,CHI,1,TOR,1,27,1,27,4,16,0.25,0,0,,3,4,0.75,3,3,6,2,2,0,0,0,11,7.4
1998,23,23,12/15/1997,34,301,34.82409309,CHI,1,PHO,1,7,1,36,10,23,0.435,0,1,0,11,12,0.917,3,6,9,4,4,1,2,2,31,27.1
1998,24,24,12/17/1997,34,303,34.82956879,CHI,1,LAL,1,21,1,35,12,22,0.545,1,2,0.5,11,12,0.917,2,3,5,4,1,1,4,4,36,26.2
1998,25,25,12/20/1997,34,306,34.83778234,CHI,0,NJN,1,8,1,42,10,23,0.435,0,0,,4,5,0.8,3,2,5,3,0,2,2,2,24,14.9
1998,26,26,12/23/1997,34,309,34.84599589,CHI,1,LAC,1,5,1,40,9,24,0.375,0,1,0,9,12,0.75,7,5,12,4,0,1,2,0,27,20.5
1998,27,27,12/25/1997,34,311,34.85147159,CHI,1,MIA,1,10,1,38,8,20,0.4,0,1,0,8,12,0.667,4,7,11,4,2,0,3,0,24,18.3
1998,28,28,12/27/1997,34,313,34.8569473,CHI,1,ATL,1,7,1,36,18,26,0.692,0,0,,11,13,0.846,2,2,4,2,3,1,4,2,47,37.5
1998,29,29,12/29/1997,34,315,34.862423,CHI,1,DAL,1,6,1,41,16,29,0.552,0,1,0,9,11,0.818,1,6,7,0,0,2,2,1,41,27.8
1998,30,30,12/30/1997,34,316,34.86516085,CHI,0,MIN,0,-4,1,39,11,28,0.393,1,3,0.333,10,13,0.769,0,4,4,1,0,0,3,1,33,15.1
1998,31,31,1/2/1998,34,319,34.8733744,CHI,1,MIL,1,14,1,43,15,22,0.682,1,1,1,13,15,0.867,1,4,5,1,2,0,0,1,44,38
1998,32,32,1/3/1998,34,320,34.87611225,CHI,0,DET,1,9,1,47,12,25,0.48,0,1,0,10,11,0.909,0,9,9,9,1,2,4,2,34,27.5
1998,33,33,1/6/1998,34,323,34.8843258,CHI,1,BOS,1,11,1,41,5,13,0.385,0,1,0,9,12,0.75,1,2,3,4,3,0,3,0,19,14.8
1998,34,34,1/7/1998,34,324,34.88706366,CHI,0,MIA,0,-27,1,37,12,27,0.444,1,2,0.5,1,3,0.333,2,2,4,1,1,0,1,0,26,13.8
1998,35,35,1/9/1998,34,326,34.89253936,CHI,0,NYK,1,1,1,41,17,33,0.515,1,4,0.25,9,10,0.9,1,3,4,2,3,1,1,3,44,31.8
1998,36,36,1/10/1998,34,327,34.89527721,CHI,1,GSW,1,5,1,38,13,31,0.419,0,1,0,6,10,0.6,4,2,6,3,0,0,1,0,32,18.4
1998,37,37,1/13/1998,34,330,34.90349076,CHI,1,SEA,1,10,1,38,12,27,0.444,0,2,0,16,18,0.889,1,0,1,2,0,0,1,5,40,24.2
1998,38,38,1/15/1998,34,332,34.90896646,CHI,0,PHI,0,-10,1,38,9,23,0.391,0,1,0,2,4,0.5,2,7,9,4,2,0,4,1,20,10.6
1998,39,39,1/16/1998,34,333,34.91170431,CHI,0,MIL,1,10,1,40,10,20,0.5,1,1,1,6,7,0.857,0,8,8,2,1,1,3,3,27,17.9
1998,40,40,1/18/1998,34,335,34.91718001,CHI,1,HOU,1,6,1,41,16,29,0.552,2,2,1,11,12,0.917,0,3,3,3,3,1,4,2,45,32.6
1998,41,41,1/21/1998,34,338,34.92539357,CHI,1,CHH,1,31,1,31,14,23,0.609,1,3,0.333,4,4,1,1,4,5,6,3,1,1,2,33,30.5
1998,42,42,1/23/1998,34,340,34.93086927,CHI,0,NJN,1,2,1,44,10,23,0.435,0,1,0,12,13,0.923,0,5,5,1,1,1,4,2,32,18.6
1998,43,43,1/25/1998,34,342,34.93634497,CHI,1,UTA,0,-7,1,44,13,26,0.5,0,4,0,6,7,0.857,3,2,5,7,2,0,3,4,32,23.6
1998,44,44,1/27/1998,34,344,34.94182067,CHI,0,VAN,1,18,1,32,7,15,0.467,0,0,,6,6,1,0,0,0,3,1,1,1,0,20,15.1
1998,45,45,1/29/1998,34,346,34.94729637,CHI,0,POR,1,13,1,39,11,24,0.458,0,1,0,7,7,1,1,4,5,4,1,0,0,1,29,21.9
1998,46,46,1/30/1998,34,347,34.95003422,CHI,0,GSW,1,7,1,41,2,17,0.118,0,0,,10,11,0.909,3,5,8,3,3,1,2,0,14,9.9
1998,47,47,2/1/1998,34,349,34.95550992,CHI,0,LAL,0,-25,1,37,11,26,0.423,0,1,0,9,12,0.75,0,5,5,2,1,0,1,0,31,18.9
1998,48,48,2/2/1998,34,350,34.95824778,CHI,0,DEN,1,39,1,33,6,12,0.5,0,0,,3,4,0.75,1,5,6,3,1,0,0,1,15,13.5
1998,49,49,2/4/1998,34,352,34.96372348,CHI,0,UTA,0,-8,1,43,17,37,0.459,1,5,0.2,5,6,0.833,2,5,7,3,2,1,1,2,40,26.4
1998,50,50,2/10/1998,34,358,34.98015058,CHI,1,TOR,1,7,1,34,8,21,0.381,0,3,0,2,5,0.4,2,3,5,1,2,0,2,1,18,7.9
1998,51,51,2/11/1998,34,359,34.98288843,CHI,0,CHH,1,2,1,41,11,22,0.5,0,0,,7,9,0.778,1,3,4,6,0,0,1,2,29,21.2
1998,52,52,2/13/1998,34,361,34.98836413,CHI,1,ATL,1,2,1,36,14,22,0.636,0,1,0,9,12,0.75,3,4,7,1,1,0,2,0,37,29
1998,53,53,2/15/1998,34,363,34.99383984,CHI,1,DET,1,9,1,41,7,17,0.412,0,1,0,7,8,0.875,1,11,12,5,3,0,3,3,21,17.8
1998,54,54,2/17/1998,35,0,35,CHI,1,IND,1,8,1,39,13,23,0.565,0,2,0,1,3,0.333,2,2,4,6,1,1,2,4,27,19.6
1998,55,55,2/19/1998,35,2,35.0054757,CHI,0,TOR,1,37,1,28,5,9,0.556,1,2,0.5,5,6,0.833,0,4,4,5,0,0,1,2,16,14.2
1998,56,56,2/21/1998,35,4,35.0109514,CHI,0,WAS,1,6,1,42,8,23,0.348,0,0,,3,5,0.6,3,5,8,3,1,2,1,3,19,11.2
1998,57,57,2/23/1998,35,6,35.0164271,CHI,1,CLE,1,22,1,29,7,14,0.5,0,1,0,3,4,0.75,2,5,7,6,0,1,2,3,17,14.2
1998,58,58,2/25/1998,35,8,35.02190281,CHI,1,POR,0,-5,1,42,9,26,0.346,0,2,0,15,17,0.882,1,3,4,3,4,1,3,2,33,22.2
1998,59,59,2/28/1998,35,11,35.03011636,CHI,1,SAC,1,15,1,39,10,17,0.588,0,1,0,8,9,0.889,1,1,2,2,0,0,2,1,28,19.7
1998,60,60,3/3/1998,35,14,35.03832991,CHI,1,DEN,1,28,1,40,12,19,0.632,0,0,,6,6,1,0,7,7,2,2,0,2,1,30,24.6
1998,61,61,3/8/1998,35,19,35.05201916,CHI,0,NYK,1,13,1,43,17,33,0.515,1,2,0.5,7,9,0.778,3,5,8,6,3,1,2,1,42,34
1998,62,62,3/10/1998,35,21,35.05749487,CHI,1,MIA,1,15,1,39,17,30,0.567,1,2,0.5,2,2,1,0,4,4,4,1,1,1,2,37,26.7
1998,63,63,3/12/1998,35,23,35.06297057,CHI,0,DAL,0,-7,1,47,10,24,0.417,1,3,0.333,5,11,0.455,4,3,7,3,1,1,1,4,26,15.7
1998,64,64,3/14/1998,35,25,35.06844627,CHI,0,SAS,1,10,1,42,12,22,0.545,0,0,,6,7,0.857,2,3,5,3,2,1,3,2,30,22.3
1998,65,65,3/16/1998,35,27,35.07392197,CHI,1,NJN,1,16,1,33,6,15,0.4,0,1,0,5,8,0.625,2,5,7,1,1,0,4,1,17,7.9
1998,66,66,3/17/1998,35,28,35.07665982,CHI,0,IND,1,6,1,42,14,28,0.5,1,3,0.333,6,9,0.667,1,3,4,2,1,0,2,1,35,21.4
1998,67,67,3/20/1998,35,31,35.08487337,CHI,1,VAN,1,6,1,39,8,13,0.615,1,2,0.5,7,10,0.7,0,4,4,3,0,1,3,1,24,17.5
1998,68,68,3/22/1998,35,33,35.09034908,CHI,0,TOR,1,2,1,41,13,28,0.464,0,2,0,7,7,1,0,4,4,3,5,3,2,3,33,25.8
1998,69,69,3/23/1998,35,34,35.09308693,CHI,1,BOS,1,23,1,36,11,22,0.5,0,1,0,2,2,1,1,6,7,2,2,1,2,1,24,17.2
1998,70,70,3/25/1998,35,36,35.09856263,CHI,0,ORL,1,15,1,38,8,21,0.381,1,3,0.333,0,1,0,2,5,7,8,5,0,0,2,17,17.8
1998,71,71,3/27/1998,35,38,35.10403833,CHI,0,ATL,1,15,1,43,13,26,0.5,0,0,,8,12,0.667,1,4,5,4,0,1,2,3,34,21.6
1998,72,72,3/29/1998,35,40,35.10951403,CHI,0,MIL,1,17,1,35,13,24,0.542,0,1,0,4,5,0.8,1,1,2,0,2,0,0,3,30,19.8
1998,73,73,3/31/1998,35,42,35.11498973,CHI,1,DET,1,5,1,47,11,26,0.423,0,2,0,4,4,1,1,2,3,8,4,2,4,5,26,18.5
1998,74,74,4/3/1998,35,45,35.12320329,CHI,1,MIN,1,14,1,38,16,25,0.64,2,6,0.333,7,8,0.875,3,3,6,4,1,0,0,1,41,35.9
1998,75,75,4/5/1998,35,47,35.12867899,CHI,0,HOU,1,15,1,37,18,31,0.581,0,0,,4,4,1,2,2,4,3,3,0,2,3,40,29.4
1998,76,76,4/7/1998,35,49,35.13415469,CHI,1,WAS,1,18,1,33,11,21,0.524,1,2,0.5,7,8,0.875,1,3,4,3,1,1,2,0,30,22.7
1998,77,77,4/9/1998,35,51,35.13963039,CHI,0,CLE,0,-6,1,37,10,24,0.417,0,2,0,9,12,0.75,0,6,6,4,0,0,4,3,29,14.4
1998,78,78,4/11/1998,35,53,35.14510609,CHI,1,ORL,1,9,1,35,15,25,0.6,3,5,0.6,4,10,0.4,1,3,4,2,4,0,0,2,37,29.3
1998,79,79,4/13/1998,35,55,35.15058179,CHI,1,IND,0,-9,1,41,7,19,0.368,1,1,1,12,14,0.857,0,4,4,3,3,0,4,0,27,18
1998,80,80,4/15/1998,35,57,35.15605749,CHI,0,DET,0,-8,1,43,7,25,0.28,0,3,0,5,10,0.5,4,2,6,4,1,0,2,4,19,5.9
1998,81,81,4/17/1998,35,59,35.1615332,CHI,0,PHI,1,7,1,39,9,19,0.474,0,2,0,6,8,0.75,1,5,6,2,5,0,4,5,24,16.1
1998,82,82,4/18/1998,35,60,35.16427105,CHI,1,NYK,1,2,1,40,11,24,0.458,0,0,,22,24,0.917,0,3,3,3,1,0,1,1,44,33.4
2002,1,1,10/30/2001,38,255,38.69815195,WAS,0,NYK,0,-2,1,37,7,21,0.333,0,3,0,5,6,0.833,3,2,5,6,4,0,3,3,19,13.4
2002,2,2,11/1/2001,38,257,38.70362765,WAS,0,ATL,1,10,1,40,13,30,0.433,0,3,0,5,6,0.833,0,6,6,6,2,0,1,2,31,21
2002,3,3,11/3/2001,38,259,38.70910335,WAS,1,PHI,1,14,1,38,7,21,0.333,0,0,,6,9,0.667,2,4,6,9,2,1,2,1,20,16.1
2002,4,4,11/4/2001,38,260,38.7118412,WAS,0,DET,0,-22,1,22,8,18,0.444,0,0,,3,3,1,0,8,8,2,1,0,1,1,19,13
2002,5,5,11/7/2001,38,263,38.72005476,WAS,0,BOS,0,-9,1,41,12,26,0.462,0,1,0,8,10,0.8,2,6,8,2,2,0,5,2,32,18.6
2002,6,6,11/9/2001,38,265,38.72553046,WAS,1,GSW,0,-9,1,38,13,30,0.433,0,1,0,6,8,0.75,0,3,3,3,3,0,3,3,32,17.2
2002,7,7,11/11/2001,38,267,38.73100616,WAS,1,SEA,0,-15,1,39,5,26,0.192,0,1,0,6,6,1,3,9,12,4,1,2,1,4,16,7.2
2002,8,8,11/14/2001,38,270,38.73921971,WAS,1,MIL,0,-9,1,41,12,24,0.5,0,1,0,7,8,0.875,1,3,4,3,2,1,3,3,31,20.8
2002,9,9,11/16/2001,38,272,38.74469541,WAS,1,UTA,0,-9,1,41,17,33,0.515,1,2,0.5,9,11,0.818,3,4,7,3,1,0,0,0,44,33.3
2002,10,10,11/20/2001,38,276,38.75564682,WAS,1,CHH,0,-7,1,41,13,23,0.565,1,2,0.5,3,4,0.75,0,4,4,6,2,0,5,4,30,19.5
2002,11,11,11/22/2001,38,278,38.76112252,WAS,0,IND,0,-7,1,40,8,26,0.308,0,1,0,5,5,1,0,5,5,6,2,1,3,1,21,11
2002,12,12,11/24/2001,38,280,38.76659822,WAS,1,BOS,1,4,1,45,7,24,0.292,0,1,0,3,3,1,1,10,11,6,1,0,2,3,17,8.7
2002,13,13,11/27/2001,38,283,38.77481177,WAS,0,CLE,0,-19,1,31,9,24,0.375,0,0,,0,0,,1,3,4,5,1,0,0,2,18,10.1
2002,14,14,11/28/2001,38,284,38.77754962,WAS,0,PHI,1,7,1,38,11,27,0.407,0,1,0,8,10,0.8,0,6,6,7,5,1,1,2,30,25.3
2002,15,15,11/30/2001,38,286,38.78302533,WAS,0,MIA,1,9,1,38,10,20,0.5,0,1,0,2,3,0.667,1,6,7,5,0,0,2,2,22,14.8
2002,16,16,12/1/2001,38,287,38.78576318,WAS,1,ORL,0,-9,1,33,6,19,0.316,0,0,,3,3,1,0,7,7,7,0,2,2,4,15,8.9
