Season,SeasGm,CarrGm,Date,Age,Tm,Home,Opp,Win,teamdiff,GS,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Pls/Mns
10,64,672,37357,30.0986,LAL,1,MIN,1,13,1,39.00,13,19,0.684,0,0,,6,10,0.6,2,7,9,3,1,1,4,4,32,24,17
10,65,673,37360,30.1068,LAL,0,POR,0,-8,1,49.00,13,26,0.5,0,0,,10,13,0.769,5,6,11,3,0,0,3,2,36,25.4,-4
10,66,674,37361,30.1095,LAL,1,SEA,1,7,1,34.00,16,21,0.762,0,0,,9,11,0.818,2,9,11,4,0,0,3,3,41,34.6,24
10,67,675,37363,30.1150,LAL,1,SAC,1,14,1,29.00,9,18,0.5,0,0,,3,5,0.6,5,4,9,3,3,0,0,2,21,20.2,12
11,1,676,37582,30.7146,LAL,1,CHI,1,13,0,21.00,8,13,0.615,0,0,,1,2,0.5,2,5,7,0,1,0,3,1,17,11.2,14
11,2,677,37584,30.7201,LAL,1,MIL,1,12,1,28.00,10,18,0.556,0,0,,4,10,0.4,4,7,11,4,2,1,1,3,24,21.2,18
11,3,678,37586,30.7255,LAL,0,MIA,0,-12,1,32.00,5,15,0.333,0,0,,5,9,0.556,1,7,8,0,0,1,2,2,15,5.6,-3
11,4,679,37587,30.7283,LAL,0,ORL,0,-10,1,36.00,11,20,0.55,0,0,,6,10,0.6,2,7,9,2,1,3,4,5,28,18.8,-14
11,5,680,37589,30.7337,LAL,0,MEM,1,6,1,43.00,13,27,0.481,0,0,,7,8,0.875,6,7,13,3,3,1,4,6,33,24.6,8
11,6,681,37591,30.7392,LAL,1,MIN,0,-3,1,37.00,11,19,0.579,0,0,,9,13,0.692,4,9,13,3,2,2,3,5,31,26.5,3
11,7,682,37593,30.7447,LAL,1,MEM,1,10,1,39.00,10,21,0.476,0,0,,8,12,0.667,2,7,9,3,0,7,3,4,28,21.6,15
11,8,683,37594,30.7474,LAL,0,UTA,0,-8,1,38.00,8,23,0.348,0,0,,7,10,0.7,8,7,15,1,0,1,1,2,23,16.2,-8
11,9,684,37596,30.7529,LAL,1,DAL,1,2,1,40.00,8,12,0.667,0,0,,10,18,0.556,3,8,11,2,1,3,4,5,26,20.6,19
11,10,685,37598,30.7584,LAL,1,UTA,1,9,1,41.00,13,19,0.684,0,0,,6,10,0.6,4,7,11,3,3,3,6,4,32,26.8,9
11,11,686,37600,30.7639,LAL,0,GSW,0,-4,1,39.00,12,17,0.706,0,0,,12,18,0.667,4,5,9,2,1,3,0,2,36,34.5,1
11,12,687,37603,30.7721,LAL,1,NOH,0,-16,1,39.00,11,17,0.647,0,0,,6,10,0.6,1,9,10,2,0,2,4,5,28,19.1,-20
11,13,688,37605,30.7775,LAL,1,ORL,1,23,1,36.00,12,17,0.706,0,0,,6,9,0.667,3,11,14,0,0,2,3,3,30,24.3,20
11,14,689,37607,30.7830,LAL,0,MIN,0,-16,1,37.00,7,11,0.636,0,0,,3,6,0.5,4,5,9,4,0,0,2,4,17,14.4,-9
11,15,690,37609,30.7885,LAL,0,NJN,0,-27,1,37.00,7,13,0.538,0,0,,5,8,0.625,2,2,4,2,1,1,1,3,19,14.4,-27
11,16,691,37610,30.7912,LAL,0,PHI,0,-3,1,40.00,9,18,0.5,0,0,,8,19,0.421,2,12,14,4,2,2,7,6,26,14.4,-3
11,17,692,37612,30.7967,LAL,0,TOR,1,2,1,46.00,12,16,0.75,0,0,,7,18,0.389,3,12,15,6,1,1,2,5,31,27.8,-5
11,18,693,37615,30.8049,LAL,1,SAC,0,-6,1,41.00,8,19,0.421,0,0,,11,16,0.688,8,9,17,5,0,3,2,1,27,26.4,-10
11,19,694,37618,30.8131,LAL,0,DEN,1,19,1,34.00,10,15,0.667,0,0,,2,2,1,0,13,13,4,0,3,2,3,22,21.1,22
11,20,695,37619,30.8159,LAL,1,TOR,1,16,1,35.00,14,18,0.778,0,0,,7,10,0.7,4,6,10,3,0,3,4,4,35,30,14
11,21,696,37625,30.8323,LAL,0,PHO,0,-14,1,37.00,11,18,0.611,0,0,,3,5,0.6,4,5,9,1,0,4,4,4,25,18.2,3
11,22,697,37626,30.8350,LAL,1,PHO,1,12,1,42.00,15,19,0.789,0,0,,6,13,0.462,8,8,16,3,0,4,4,2,36,34,9
11,23,698,37628,30.8405,LAL,1,SEA,1,21,1,36.00,6,12,0.5,0,0,,8,12,0.667,3,2,5,7,0,2,3,2,20,17.6,23
11,24,699,37631,30.8487,LAL,1,CLE,1,16,1,31.00,9,18,0.5,0,0,,8,10,0.8,3,4,7,6,1,3,4,2,26,22,21
11,25,700,37633,30.8542,LAL,1,MIA,1,25,1,34.00,5,13,0.385,0,0,,5,7,0.714,2,2,4,5,1,0,0,4,15,12,26
11,26,701,37636,30.8624,LAL,0,NOH,1,8,1,41.00,9,24,0.375,0,0,,5,11,0.455,3,8,11,2,0,1,2,4,23,10.4,4
11,27,702,37638,30.8679,LAL,0,HOU,0,-4,1,47.00,13,26,0.5,0,0,,5,6,0.833,4,9,13,4,0,0,2,4,31,22.3,-4
11,28,703,37641,30.8761,LAL,1,LAC,1,4,1,40.00,12,24,0.5,0,0,,8,10,0.8,6,9,15,4,0,3,7,4,32,22.4,7
11,29,704,37643,30.8816,LAL,1,GSW,0,-4,1,37.00,13,20,0.65,0,0,,2,5,0.4,4,5,9,4,0,2,3,6,28,21.1,1
11,30,705,37645,30.8871,LAL,1,NJN,0,-6,1,43.00,11,22,0.5,0,0,,5,13,0.385,6,7,13,4,0,0,2,3,27,18.7,2
11,31,706,37650,30.9008,LAL,0,PHO,1,9,1,40.00,11,17,0.647,0,0,,3,7,0.429,4,8,12,6,1,3,1,5,25,25.4,16
11,32,707,37652,30.9062,LAL,0,SAC,1,11,1,41.00,12,22,0.545,0,0,,12,13,0.923,3,7,10,6,0,2,1,1,36,33.4,14
11,33,708,37653,30.9090,LAL,1,UTA,1,12,1,37.00,10,17,0.588,0,0,,1,6,0.167,2,11,13,3,0,3,4,4,21,14.4,7
11,34,709,37656,30.9172,LAL,0,IND,1,3,1,40.00,7,11,0.636,0,0,,5,8,0.625,2,10,12,4,0,7,6,5,19,17,3
11,35,710,37658,30.9227,LAL,0,NYK,1,5,1,39.00,11,19,0.579,0,0,,11,15,0.733,2,5,7,7,0,2,2,0,33,29.7,15
11,36,711,37663,30.9363,LAL,1,DEN,1,28,1,31.00,8,14,0.571,0,0,,4,4,1,4,4,8,5,1,3,3,0,20,21,33
11,37,712,37664,30.9391,LAL,0,DEN,1,11,1,30.00,3,6,0.5,0,0,,12,17,0.706,1,9,10,3,0,2,2,4,18,16.3,7
11,38,713,37666,30.9446,LAL,1,SAS,0,-8,1,40.00,9,19,0.474,0,0,,3,8,0.375,3,2,5,2,1,6,0,6,21,16.2,-10
11,39,714,37673,30.9637,LAL,1,POR,1,8,1,44.00,8,15,0.533,0,0,,8,15,0.533,6,6,12,3,1,1,5,4,24,17.1,12
11,40,715,37675,30.9692,LAL,1,SEA,1,5,1,38.00,9,16,0.563,0,0,,9,12,0.75,4,13,17,4,0,1,2,3,27,25.2,-6
11,41,716,37677,30.9747,LAL,1,LAC,1,11,1,36.00,13,21,0.619,0,0,,7,9,0.778,2,6,8,0,0,3,1,4,33,25.4,10
11,42,717,37679,30.9802,LAL,1,DET,1,10,1,41.00,14,24,0.583,0,0,,7,8,0.875,5,9,14,3,0,2,5,3,35,26.9,15
11,43,718,37680,30.9829,LAL,0,SEA,0,-17,1,38.00,7,13,0.538,0,0,,4,6,0.667,3,8,11,2,0,1,3,3,18,13.3,-2
11,44,719,37685,30.9966,LAL,1,IND,1,2,1,35.00,9,12,0.75,0,0,,8,12,0.667,5,6,11,2,0,5,3,5,26,24.8,7
11,45,720,37687,31.0027,LAL,1,MIN,1,10,1,41.00,16,25,0.64,0,0,,8,14,0.571,5,9,14,4,1,5,1,4,40,37.4,15
11,46,721,37689,31.0082,LAL,1,PHI,1,14,1,39.00,14,24,0.583,0,0,,11,19,0.579,2,8,10,3,0,2,4,4,39,26.3,13
11,47,722,37691,31.0137,LAL,0,CHI,0,-17,1,37.00,3,11,0.273,0,0,,7,10,0.7,3,7,10,2,2,3,0,3,13,13.8,-7
11,48,723,37692,31.0164,LAL,0,DET,0,-23,1,36.00,10,18,0.556,0,0,,4,6,0.667,6,7,13,2,1,0,7,3,24,15.1,-17
11,49,724,37694,31.0219,LAL,0,MIN,1,7,1,38.00,10,19,0.526,0,0,,6,13,0.462,7,8,15,6,1,5,0,4,26,28.3,12
11,50,725,37695,31.0246,LAL,0,MIL,1,4,1,39.00,9,23,0.391,0,0,,6,14,0.429,3,8,11,5,1,3,7,1,24,12,9
11,51,726,37697,31.0301,LAL,0,LAC,1,17,1,41.00,15,24,0.625,0,0,,12,15,0.8,1,6,7,5,0,2,2,3,42,34.2,13
11,52,727,37700,31.0383,LAL,0,SAC,0,-8,1,39.00,9,18,0.5,0,0,,10,12,0.833,7,6,13,2,2,3,5,3,28,24.2,-4
11,53,728,37701,31.0411,LAL,1,BOS,1,8,1,39.00,19,24,0.792,0,0,,10,19,0.526,6,14,20,1,1,1,3,3,48,41.8,11
11,54,729,37703,31.0465,LAL,0,SAS,0,-9,1,40.00,12,23,0.522,0,0,,8,11,0.727,3,9,12,1,0,6,2,5,32,25.2,-14
11,55,730,37705,31.0520,LAL,0,ATL,1,17,1,32.00,11,19,0.579,0,0,,9,13,0.692,2,4,6,2,0,1,0,2,31,24.4,12
11,56,731,37706,31.0548,LAL,0,HOU,1,3,1,44.00,16,26,0.615,0,0,,7,8,0.875,4,1,5,2,1,3,3,3,39,30.2,3
11,57,732,37708,31.0602,LAL,1,WAS,1,14,1,38.00,9,20,0.45,0,0,,8,12,0.667,3,10,13,2,0,2,5,5,26,14.9,10
11,58,733,37710,31.0657,LAL,0,SEA,0,-21,1,32.00,11,12,0.917,0,0,,12,17,0.706,1,4,5,0,1,1,3,3,34,27.4,-21
11,59,734,37711,31.0684,LAL,1,MEM,1,16,1,38.00,15,22,0.682,0,0,,4,6,0.667,5,6,11,3,0,4,3,2,34,30.2,7
11,60,735,37714,31.0767,LAL,0,DAL,1,11,1,40.00,11,19,0.579,0,0,,9,12,0.75,7,10,17,1,0,3,5,2,31,25.8,15
11,61,736,37715,31.0794,LAL,0,MEM,1,1,1,40.00,13,20,0.65,0,0,,7,13,0.538,14,5,19,3,0,2,4,4,33,31,0
11,62,737,37717,31.0849,LAL,1,PHO,1,2,1,45.00,8,12,0.667,0,0,,6,7,0.857,3,10,13,7,1,6,6,4,22,24,1
11,63,738,37719,31.0903,LAL,1,DAL,1,9,1,33.00,6,14,0.429,0,0,,2,6,0.333,5,5,10,1,0,1,1,3,14,9.2,7
11,64,739,37721,31.0958,LAL,1,SAC,1,13,1,43.00,14,23,0.609,0,0,,4,6,0.667,7,9,16,2,1,1,5,3,32,25.2,15
11,65,740,37724,31.1040,LAL,0,POR,0,-2,1,44.00,13,21,0.619,0,0,,10,19,0.526,2,9,11,2,0,1,1,3,36,26.9,-4
11,66,741,37726,31.1095,LAL,1,DEN,1,22,1,24.00,7,8,0.875,0,0,,5,11,0.455,2,3,5,2,0,0,2,3,19,14.3,20
11,67,742,37727,31.1123,LAL,0,GSW,1,6,1,36.00,10,16,0.625,0,0,,7,12,0.583,5,7,12,5,1,2,0,4,27,27.7,10
12,1,743,37922,31.6461,LAL,1,DAL,1,16,1,32.00,8,15,0.533,0,0,,0,4,0,2,7,9,5,0,1,3,4,16,10.2,17
12,2,744,37926,31.6571,LAL,0,PHO,1,4,1,39.00,11,19,0.579,0,0,,2,5,0.4,5,7,12,3,1,4,4,5,24,19.4,8
12,3,745,37927,31.6598,LAL,1,GSW,1,15,1,40.00,8,19,0.421,0,0,,1,3,0.333,4,10,14,2,0,3,4,1,17,11,17
12,4,746,37929,31.6653,LAL,0,MIL,1,6,1,39.00,9,15,0.6,0,0,,5,13,0.385,4,10,14,1,0,3,1,3,23,19.3,22
12,5,747,37931,31.6708,LAL,0,SAS,1,3,1,50.00,12,23,0.522,0,0,,11,16,0.688,9,11,20,6,0,4,4,3,35,33.1,13
12,6,748,37932,31.6735,LAL,0,NOH,0,-19,1,30.00,8,11,0.727,0,0,,5,8,0.625,0,6,6,0,0,0,1,3,21,14.9,-18
12,7,749,37935,31.6817,LAL,0,MEM,0,-10,1,41.00,8,14,0.571,0,0,,4,8,0.5,1,11,12,2,2,3,3,4,20,16.7,-1
12,8,750,37937,31.6872,LAL,1,TOR,1,15,1,40.00,9,12,0.75,0,0,,5,15,0.333,2,12,14,0,0,2,2,2,23,17.8,18
12,9,751,37939,31.6927,LAL,1,DET,1,5,1,42.00,7,17,0.412,0,0,,7,11,0.636,5,10,15,8,0,3,5,2,21,18.7,8
12,10,752,37941,31.6982,LAL,1,MIA,1,22,1,24.00,6,8,0.75,0,0,,2,8,0.25,1,5,6,1,1,1,4,5,14,7,16
12,11,753,37943,31.7036,LAL,0,DET,0,-10,1,31.00,8,16,0.5,0,0,,4,6,0.667,2,8,10,5,0,0,4,5,20,12.5,2
12,12,754,37944,31.7064,LAL,0,NYK,1,21,1,31.00,6,15,0.4,0,0,,11,16,0.688,2,4,6,2,1,1,2,2,23,15.8,13
12,13,755,37946,31.7118,LAL,1,CHI,1,7,1,25.00,7,11,0.636,0,0,,1,2,0.5,3,4,7,2,0,3,0,1,15,16.1,3
12,14,756,37953,31.7310,LAL,1,SAS,1,16,1,25.00,2,6,0.333,0,0,,3,9,0.333,2,6,8,2,0,2,3,3,7,3,23
12,15,757,37955,31.7365,LAL,1,IND,1,22,1,23.00,8,13,0.615,0,0,,7,12,0.583,2,3,5,1,0,4,1,3,23,18.7,16
12,16,758,37958,31.7447,LAL,0,SAS,1,4,1,39.00,5,12,0.417,0,0,,5,8,0.625,2,14,16,0,1,9,5,4,15,13.7,11
12,17,759,37959,31.7474,LAL,0,DAL,1,11,1,38.00,8,14,0.571,0,0,,9,14,0.643,3,16,19,5,0,3,4,3,25,23.7,24
12,18,760,37962,31.7556,LAL,1,UTA,1,2,1,41.00,7,13,0.538,0,0,,5,9,0.556,2,13,15,8,1,2,3,4,19,19.8,6
12,19,761,37964,31.7611,LAL,1,NYK,1,8,1,39.00,5,15,0.333,0,0,,8,15,0.533,6,9,15,3,0,4,2,3,18,15.3,6
12,20,762,37967,31.7693,LAL,1,DAL,0,-17,1,34.00,7,7,1,0,0,,11,24,0.458,7,7,14,1,0,2,5,5,25,19.8,-6
12,21,763,37968,31.7721,LAL,0,POR,0,-4,1,41.00,10,16,0.625,0,0,,2,3,0.667,2,8,10,4,0,0,1,3,22,18.8,-2
12,22,764,37974,31.7885,LAL,1,DEN,1,2,1,36.00,8,11,0.727,0,0,,10,17,0.588,2,9,11,6,0,4,2,3,26,26.6,12
12,23,765,37976,31.7940,LAL,1,PHO,1,6,1,36.00,5,10,0.5,0,0,,8,14,0.571,6,12,18,4,1,1,5,4,18,16.3,4
12,24,766,37978,31.7995,LAL,0,GSW,0,-9,1,39.00,9,15,0.6,0,0,,3,10,0.3,2,3,5,4,1,2,3,2,21,15,-3
12,25,767,37980,31.8049,LAL,1,HOU,0,-12,1,41.00,5,12,0.417,0,0,,12,18,0.667,5,5,10,2,0,3,2,3,22,18.5,-15
12,26,768,37983,31.8131,LAL,1,BOS,1,23,1,35.00,6,10,0.6,0,0,,10,20,0.5,10,6,16,3,1,2,3,2,22,22.9,18
12,27,769,37988,31.8268,LAL,0,SEA,0,-2,1,14.00,2,2,1,0,0,,2,4,0.5,0,5,5,3,0,0,4,1,6,3.8,7
12,28,770,38014,31.8980,LAL,1,SEA,1,14,1,18.00,1,4,0.25,0,0,,5,9,0.556,1,4,5,0,0,1,0,1,7,5.2,-13
12,29,771,38016,31.9035,LAL,1,MIN,0,-13,1,37.00,8,14,0.571,0,0,,6,11,0.545,3,6,9,3,0,1,2,2,22,17.3,-15
12,30,772,38018,31.9090,LAL,0,TOR,1,1,1,39.00,13,20,0.65,0,0,,10,15,0.667,2,6,8,5,1,1,6,3,36,26.4,2
12,31,773,38021,31.9172,LAL,0,CLE,1,5,1,48.00,14,21,0.667,0,0,,9,20,0.45,3,9,12,6,0,2,1,2,37,32.1,2
12,32,774,38022,31.9199,LAL,0,PHI,0,-23,1,31.00,7,14,0.5,0,0,,3,15,0.2,4,4,8,1,0,1,0,2,17,9.8,-19
12,33,775,38025,31.9281,LAL,0,ORL,1,2,1,35.00,8,11,0.727,0,0,,4,10,0.4,4,6,10,5,0,1,3,1,20,18.5,-3
12,34,776,38027,31.9336,LAL,0,MIA,1,15,1,33.00,12,18,0.667,0,0,,1,5,0.2,3,7,10,1,1,2,2,3,25,19.7,11
12,35,777,38028,31.9363,LAL,0,HOU,0,-15,1,41.00,5,12,0.417,0,0,,14,19,0.737,3,6,9,4,1,4,3,6,24,20.7,-11
12,36,778,38034,31.9528,LAL,1,POR,1,3,1,40.00,9,13,0.692,0,0,,3,7,0.429,3,8,11,1,0,1,4,3,21,14.6,-5
12,37,779,38035,31.9555,LAL,0,GSW,1,1,1,40.00,15,23,0.652,0,0,,1,9,0.111,6,10,16,7,1,5,7,5,31,25.3,5
12,38,780,38037,31.9610,LAL,1,PHI,1,28,1,32.00,12,18,0.667,0,0,,5,14,0.357,7,6,13,3,1,1,3,2,29,24.3,14
12,39,781,38039,31.9665,LAL,0,PHO,1,12,1,34.00,8,12,0.667,0,0,,3,4,0.75,1,4,5,1,2,4,4,5,19,14.8,14
12,40,782,38042,31.9747,LAL,0,DEN,1,1,1,37.00,5,10,0.5,0,0,,6,9,0.667,3,5,8,4,2,4,4,4,16,15.4,3
12,41,783,38043,31.9774,LAL,1,SAC,0,-2,1,41.00,9,12,0.75,0,0,,6,13,0.462,4,6,10,3,0,2,2,3,24,21.3,6
12,42,784,38045,31.9829,LAL,0,WAS,1,12,1,34.00,13,17,0.765,0,0,,3,5,0.6,0,2,2,2,1,4,3,4,29,22.7,18
12,43,785,38046,31.9856,LAL,0,NJN,1,17,1,31.00,8,15,0.533,0,0,,3,5,0.6,5,9,14,2,0,0,2,3,19,15.3,26
12,44,786,38048,31.9911,LAL,0,ATL,0,-1,1,37.00,11,20,0.55,0,0,,1,4,0.25,7,7,14,2,0,2,4,1,23,17.6,4
12,45,787,38049,31.9938,LAL,0,HOU,1,3,1,39.00,13,18,0.722,0,0,,2,13,0.154,3,4,7,1,1,5,2,5,28,20.7,1
12,46,788,38051,31.9993,LAL,1,SEA,1,8,1,39.00,10,16,0.625,0,0,,12,18,0.667,4,4,8,6,0,4,3,3,32,29.2,14
12,47,789,38053,32.0027,LAL,1,NJN,1,6,1,40.00,11,19,0.579,0,0,,10,14,0.714,6,3,9,2,0,0,2,4,32,24.4,5
12,48,790,38054,32.0055,LAL,0,UTA,0,-5,1,28.00,5,12,0.417,0,0,,6,11,0.545,5,5,10,4,0,2,4,4,16,11.2,9
12,49,791,38056,32.0110,LAL,0,BOS,1,8,1,38.00,11,15,0.733,0,0,,6,13,0.462,5,12,17,4,2,1,3,4,28,27.1,22
12,50,792,38058,32.0164,LAL,0,MIN,0,-10,1,42.00,8,15,0.533,0,0,,8,14,0.571,2,11,13,1,0,1,3,3,24,16.2,-3
12,51,793,38059,32.0192,LAL,0,CHI,1,7,1,39.00,7,18,0.389,0,0,,2,8,0.25,3,12,15,1,0,5,6,5,16,5.7,5
12,52,794,38061,32.0246,LAL,1,ORL,1,3,1,47.00,9,17,0.529,0,0,,9,18,0.5,12,11,23,3,0,5,1,4,27,29.8,2
12,53,795,38063,32.0301,LAL,0,LAC,1,3,1,39.00,9,13,0.692,0,0,,3,8,0.375,4,7,11,2,1,3,6,6,21,14.5,8
12,54,796,38065,32.0356,LAL,1,LAC,1,6,1,40.00,5,8,0.625,0,0,,8,16,0.5,4,6,10,6,0,3,4,4,18,16.5,7
12,55,797,38067,32.0411,LAL,1,MIL,1,1,1,47.00,14,16,0.875,0,0,,3,5,0.6,1,25,26,2,0,7,2,3,31,35.9,14
12,56,798,38070,32.0493,LAL,1,SAC,1,24,1,35.00,8,13,0.615,0,0,,1,3,0.333,2,14,16,6,1,1,1,5,17,18.8,29
12,57,799,38072,32.0548,LAL,1,MIN,1,17,1,42.00,9,20,0.45,0,0,,4,6,0.667,7,11,18,4,1,0,1,2,22,21,17
12,58,800,38074,32.0602,LAL,1,UTA,1,7,1,42.00,4,11,0.364,0,0,,3,10,0.3,3,11,14,0,0,2,1,2,11,7.1,17
12,59,801,38076,32.0657,LAL,1,NOH,1,19,1,39.00,7,15,0.467,0,0,,1,3,0.333,1,8,9,3,0,3,2,4,15,10.2,11
12,60,802,38078,32.0712,LAL,1,HOU,1,8,1,43.00,7,17,0.412,0,0,,4,10,0.4,3,5,8,0,1,1,4,4,18,6.2,13
12,61,803,38079,32.0739,LAL,0,SEA,1,11,1,35.00,11,18,0.611,0,0,,1,1,1,5,9,14,5,1,2,2,3,23,23.7,27
12,62,804,38081,32.0794,LAL,1,SAS,0,-6,1,36.00,8,15,0.533,0,0,,1,1,1,2,7,9,4,0,3,2,3,17,14.9,0
12,63,805,38083,32.0849,LAL,1,POR,0,-11,1,41.00,7,11,0.636,0,0,,3,10,0.3,7,5,12,1,1,3,5,5,17,12.5,-18
12,64,806,38086,32.0931,LAL,1,MEM,1,8,1,42.00,12,14,0.857,0,0,,4,11,0.364,3,9,12,0,1,4,2,4,28,25.2,8
12,65,807,38088,32.0986,LAL,0,SAC,0,-17,1,31.00,4,6,0.667,0,0,,2,6,0.333,3,2,5,0,0,3,5,5,10,3.6,-14
12,66,808,38090,32.1040,LAL,1,GSW,1,5,1,39.00,11,16,0.688,0,0,,1,3,0.333,6,7,13,3,0,2,2,4,23,21.6,7
12,67,809,38091,32.1068,LAL,0,POR,1,1,1,48.00,12,20,0.6,0,0,,1,8,0.125,5,9,14,5,4,4,2,6,25,25.1,-2
13,1,810,38294,32.6626,MIA,0,NJN,1,23,1,21.00,7,9,0.778,0,0,,2,7,0.286,2,3,5,2,0,2,2,5,16,11.6,14
13,2,811,38295,32.6653,MIA,1,CLE,1,6,1,32.00,7,17,0.412,0,0,,3,9,0.333,1,8,9,2,0,3,1,2,17,10.3,6
13,3,812,38297,32.6708,MIA,0,WAS,1,12,1,27.00,5,10,0.5,0,0,,3,12,0.25,1,7,8,1,1,2,3,4,13,5.7,1
13,4,813,38300,32.6790,MIA,1,WAS,1,10,1,28.00,8,13,0.615,0,0,,4,10,0.4,3,6,9,4,0,3,9,4,20,9.9,4
13,5,814,38302,32.6845,MIA,1,DAL,0,-20,1,30.00,8,13,0.615,0,0,,6,14,0.429,6,4,10,1,0,3,2,5,22,17.1,-16
13,6,815,38303,32.6872,MIA,0,SAS,0,-9,1,40.00,9,21,0.429,0,0,,5,7,0.714,8,13,21,4,0,2,3,5,23,19.8,0
13,7,816,38305,32.6927,MIA,1,MIL,1,2,1,42.00,7,14,0.5,0,0,,5,17,0.294,6,12,18,4,0,4,4,6,19,14.2,6
13,8,817,38307,32.6982,MIA,0,MIN,0,-11,1,34.00,6,15,0.4,0,0,,8,15,0.533,6,9,15,1,0,4,4,4,20,13.9,-12
13,9,818,38308,32.7009,MIA,0,MIL,1,7,1,37.00,9,11,0.818,0,0,,8,16,0.5,2,5,7,6,1,1,2,4,26,23.9,7
13,10,819,38310,32.7064,MIA,1,UTA,1,2,1,38.00,10,17,0.588,0,0,,2,10,0.2,5,6,11,6,0,5,0,6,22,21.5,0
13,11,820,38312,32.7118,MIA,1,PHI,1,10,1,38.00,6,7,0.857,0,0,,7,12,0.583,4,8,12,1,0,6,5,4,19,18,8
13,12,821,38314,32.7173,MIA,1,POR,0,-12,1,37.00,5,8,0.625,0,0,,7,13,0.538,9,4,13,0,1,4,1,3,17,20.1,0
13,13,822,38315,32.7201,MIA,0,ATL,1,6,1,38.00,8,10,0.8,0,0,,5,9,0.556,2,7,9,1,0,2,2,5,21,17.2,-1
13,14,823,38317,32.7255,MIA,0,DET,0,-1,1,38.00,8,17,0.471,0,0,,8,16,0.5,2,15,17,4,0,4,8,4,24,14,3
13,15,824,38319,32.7310,MIA,1,BOS,1,2,1,40.00,9,9,1,0,0,,3,10,0.3,3,10,13,0,0,2,0,4,21,20.4,8
13,16,825,38321,32.7365,MIA,1,TOR,0,-2,1,41.00,12,15,0.8,0,0,,10,13,0.769,7,10,17,2,0,1,1,5,34,34.1,0
13,17,826,38324,32.7447,MIA,0,CHI,1,24,1,30.00,7,14,0.5,0,0,,4,8,0.5,4,3,7,5,1,4,3,4,18,15.8,15
13,18,827,38325,32.7474,MIA,0,DEN,0,-9,1,32.00,5,10,0.5,0,0,,2,8,0.25,2,8,10,3,1,3,5,5,12,6.6,-13
13,19,828,38327,32.7529,MIA,0,UTA,1,20,1,31.00,8,14,0.571,0,0,,5,12,0.417,1,12,13,5,0,0,5,4,21,12.8,23
13,20,829,38329,32.7584,MIA,0,MIL,1,5,1,21.00,7,13,0.538,0,0,,4,5,0.8,2,4,6,1,1,0,4,5,18,9.6,9
13,21,830,38331,32.7639,MIA,1,MEM,1,8,1,36.00,7,11,0.636,0,0,,6,9,0.667,0,5,5,5,1,3,3,5,20,17,6
13,22,831,38333,32.7693,MIA,0,TOR,1,8,1,37.00,9,13,0.692,0,0,,2,6,0.333,2,7,9,4,1,4,3,3,20,18.8,0
13,23,832,38334,32.7721,MIA,1,WAS,1,23,1,38.00,15,23,0.652,0,0,,10,16,0.625,6,6,12,3,0,5,1,3,40,36.9,24
13,24,833,38336,32.7775,MIA,0,WAS,1,5,1,36.00,6,9,0.667,0,0,,1,8,0.125,3,9,12,4,0,0,1,6,13,10.5,-6
13,25,834,38338,32.7830,MIA,1,DEN,1,7,1,41.00,9,14,0.643,0,0,,2,9,0.222,5,6,11,7,1,3,3,2,20,20.5,0
13,26,835,38340,32.7885,MIA,1,ORL,1,10,1,40.00,12,18,0.667,0,0,,3,5,0.6,1,5,6,5,1,1,3,3,27,21.6,15
13,27,836,38344,32.7995,MIA,0,SAC,1,2,1,40.00,11,19,0.579,0,0,,3,13,0.231,5,5,10,2,0,2,1,4,25,17.3,10
13,28,837,38346,32.8049,MIA,0,LAL,1,2,1,39.00,11,19,0.579,0,0,,2,7,0.286,4,7,11,3,0,3,1,6,24,18.8,-3
13,29,838,38348,32.8104,MIA,1,ATL,1,14,1,32.00,10,14,0.714,0,0,,11,14,0.786,1,6,7,2,0,0,2,4,31,24.3,3
13,30,839,38351,32.8186,MIA,0,DET,1,11,1,36.00,9,21,0.429,0,0,,3,4,0.75,2,5,7,0,1,1,0,3,21,12.9,12
13,31,840,38353,32.8241,MIA,1,CHA,1,23,1,23.00,7,13,0.538,0,0,,2,5,0.4,0,3,3,0,1,1,3,5,16,6.1,6
13,32,841,38355,32.8296,MIA,1,SEA,0,-2,1,39.00,8,13,0.615,0,0,,9,15,0.6,5,9,14,4,2,7,3,5,25,27.6,-3
13,33,842,38357,32.8350,MIA,1,NYK,1,8,1,36.00,14,21,0.667,0,0,,5,9,0.556,5,13,18,2,1,3,3,1,33,30.8,14
13,34,843,38359,32.8405,MIA,0,POR,1,11,1,34.00,11,15,0.733,0,0,,6,8,0.75,3,7,10,1,0,3,4,4,28,22.5,8
13,35,844,38361,32.8460,MIA,0,SEA,0,-10,1,38.00,11,18,0.611,0,0,,6,13,0.462,6,5,11,3,1,5,3,4,28,24.7,-1
13,36,845,38363,32.8515,MIA,0,PHO,0,-15,1,38.00,16,20,0.8,0,0,,2,6,0.333,6,5,11,2,1,2,2,4,34,30.7,-9
13,37,846,38364,32.8542,MIA,0,GSW,1,7,1,36.00,9,15,0.6,0,0,,8,20,0.4,3,9,12,2,0,2,5,3,26,15.7,13
