Season,SeasGm,CarrGm,Date,Age,Tm,Home,Opp,Win,teamdiff,GS,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Pls/Mns
16,40,1021,39511,35.9966,PHO,0,POR,1,5,1,33.73,1,5,0.2,0,0,,4,9,0.444,2,11,13,2,0,3,1,2,6,7.3,12
16,41,1022,39512,35.9993,PHO,0,DEN,0,-13,1,30.02,5,6,0.833,0,0,,2,4,0.5,3,15,18,2,0,0,5,3,12,10.8,-5
16,42,1023,39514,36.0027,PHO,1,UTA,0,-8,1,31.72,8,12,0.667,0,0,,4,8,0.5,3,4,7,0,0,2,1,5,20,14.9,-15
16,43,1024,39516,36.0082,PHO,1,SAS,1,7,1,35.37,6,11,0.545,0,0,,2,3,0.667,4,12,16,1,0,2,4,5,14,10.8,21
16,44,1025,39518,36.0137,PHO,1,MEM,1,21,1,16.60,1,1,1,0,0,,0,0,,2,6,8,6,1,3,2,2,2,9.4,18
16,45,1026,39520,36.0192,PHO,1,GSW,1,8,1,14.15,3,5,0.6,0,0,,3,4,0.75,0,4,4,0,0,0,3,5,9,2.5,9
16,46,1027,39522,36.0246,PHO,1,SAC,1,28,1,25.93,6,6,1,0,0,,5,10,0.5,3,5,8,2,0,1,1,2,17,17.1,18
16,47,1028,39525,36.0329,PHO,0,POR,1,13,1,33.03,7,9,0.778,0,0,,2,6,0.333,4,11,15,5,2,3,4,2,16,19.8,7
16,48,1029,39526,36.0356,PHO,0,SEA,1,12,1,29.07,4,9,0.444,0,0,,1,5,0.2,3,5,8,0,0,0,4,2,9,1.5,0
16,49,1030,39529,36.0438,PHO,1,HOU,1,9,1,35.78,8,10,0.8,0,0,,7,9,0.778,2,11,13,1,0,0,4,5,23,17.8,6
16,50,1031,39531,36.0493,PHO,0,DET,0,-5,1,42.15,5,11,0.455,0,0,,2,3,0.667,3,7,10,2,0,0,3,5,12,6.5,1
16,51,1032,39533,36.0548,PHO,0,BOS,0,-20,1,27.75,6,9,0.667,0,0,,4,5,0.8,0,7,7,1,1,0,4,4,16,9.9,-13
16,52,1033,39535,36.0602,PHO,0,PHI,1,14,1,28.87,6,8,0.75,0,0,,3,7,0.429,3,10,13,1,0,1,0,3,15,15.5,21
16,53,1034,39536,36.0630,PHO,0,NJN,1,6,1,33.93,5,8,0.625,0,0,,7,10,0.7,2,5,7,2,0,2,5,5,17,10.9,12
16,54,1035,39538,36.0684,PHO,1,DEN,1,15,1,34.85,8,13,0.615,0,0,,4,5,0.8,1,11,12,3,3,0,5,4,20,16.2,11
16,55,1036,39539,36.0712,PHO,0,DEN,0,-6,1,29.18,6,12,0.5,0,0,,2,9,0.222,2,11,13,2,1,2,2,4,14,10.1,-2
16,56,1037,39542,36.0794,PHO,1,MIN,1,29,1,22.42,2,5,0.4,0,0,,1,2,0.5,3,8,11,2,1,2,0,1,5,9.8,8
16,57,1038,39544,36.0849,PHO,1,DAL,0,-7,1,33.87,6,11,0.545,0,0,,1,1,1,3,10,13,1,1,2,2,4,13,12.3,-11
16,58,1039,39547,36.0931,PHO,0,SAS,1,17,1,24.47,7,9,0.778,0,0,,2,4,0.5,0,9,9,0,2,1,5,4,16,10.5,12
16,59,1040,39549,36.0986,PHO,0,HOU,0,-11,1,31.93,7,12,0.583,0,0,,2,4,0.5,5,6,11,4,0,1,5,4,16,11.8,-1
16,60,1041,39552,36.1068,PHO,1,GSW,1,6,1,28.02,6,10,0.6,0,0,,7,14,0.5,4,11,15,0,0,1,3,3,19,14.2,9
16,61,1042,39554,36.1123,PHO,1,POR,1,9,1,10.40,3,4,0.75,0,0,,3,4,0.75,2,4,6,1,0,0,1,1,9,8.9,5
17,1,1043,39750,36.6489,PHO,0,SAS,1,5,1,30.07,5,10,0.5,0,0,,5,8,0.625,2,11,13,1,0,2,1,5,15,12.6,14
17,2,1044,39751,36.6516,PHO,1,NOH,0,-13,1,22.30,3,4,0.75,0,0,,2,5,0.4,2,6,8,0,0,1,2,1,8,6.7,-10
17,3,1045,39753,36.6571,PHO,1,POR,1,11,1,30.22,6,8,0.75,0,0,,4,5,0.8,0,8,8,1,1,1,0,3,16,16,23
17,4,1046,39756,36.6653,PHO,0,NJN,1,28,1,23.50,7,8,0.875,0,0,,4,5,0.8,1,5,6,0,1,2,5,3,18,13.2,3
17,5,1047,39757,36.6680,PHO,0,IND,1,10,1,11.87,1,2,0.5,0,0,,1,4,0.25,1,5,6,1,0,0,1,4,3,1.1,1
17,6,1048,39760,36.6762,PHO,0,MIL,1,8,1,34.65,12,16,0.75,0,0,,5,9,0.556,4,7,11,4,1,0,2,5,29,25.7,14
17,7,1049,39762,36.6817,PHO,1,MEM,1,5,1,21.52,3,8,0.375,0,0,,3,5,0.6,0,5,5,2,0,0,2,6,9,2.3,-2
17,8,1050,39764,36.6872,PHO,1,HOU,0,-12,1,31.85,7,12,0.583,0,0,,4,4,1,7,6,13,3,0,4,2,3,18,20.8,-11
17,9,1051,39766,36.6927,PHO,0,SAC,1,2,1,43.22,10,15,0.667,0,0,,9,15,0.6,4,9,13,6,1,1,4,3,29,26.3,9
17,10,1052,39768,36.6982,PHO,1,DET,1,18,1,13.13,6,12,0.5,0,0,,0,3,0,1,1,2,0,0,0,1,3,12,3.6,4
17,11,1053,39769,36.7009,PHO,0,UTA,0,-12,1,31.80,3,11,0.273,0,0,,3,4,0.75,0,1,1,5,0,3,3,4,9,3.4,-27
17,12,1054,39772,36.7091,PHO,1,LAL,0,-13,1,26.78,6,12,0.5,0,0,,3,6,0.5,6,3,9,1,0,0,4,3,15,8.4,-7
17,13,1055,39774,36.7146,PHO,1,POR,1,10,1,36.25,8,12,0.667,0,0,,3,8,0.375,7,10,17,1,0,2,4,3,19,16.6,12
17,14,1056,39778,36.7255,PHO,0,MIN,1,8,1,33.13,7,13,0.538,0,0,,4,9,0.444,1,9,10,1,1,3,0,3,18,15.7,8
17,15,1057,39780,36.7310,PHO,1,MIA,0,-15,1,28.67,6,8,0.75,0,0,,0,0,,4,5,9,0,1,1,1,3,12,12.6,-18
17,16,1058,39782,36.7365,PHO,1,NJN,0,-8,1,26.25,4,6,0.667,0,0,,1,3,0.333,1,4,5,1,1,2,2,3,9,7.4,-2
17,17,1059,39786,36.7474,PHO,0,DAL,0,-15,1,25.82,1,6,0.167,0,0,,2,2,1,1,4,5,2,1,1,0,2,4,4.4,-11
17,18,1060,39788,36.7529,PHO,1,UTA,1,2,1,23.03,5,7,0.714,0,0,,5,6,0.833,2,8,10,1,0,0,0,5,15,14.2,9
17,19,1061,39791,36.7611,PHO,1,MIL,1,15,1,34.05,14,19,0.737,0,0,,7,12,0.583,3,5,8,1,0,3,1,4,35,29.1,23
17,20,1062,39797,36.7775,PHO,1,NYK,1,8,1,34.78,6,12,0.5,0,0,,11,18,0.611,4,8,12,4,0,0,3,4,23,17.6,4
17,21,1063,39800,36.7858,PHO,0,POR,0,-5,1,37.35,7,11,0.636,0,0,,5,7,0.714,3,3,6,2,0,1,3,3,19,14.2,2
17,22,1064,39802,36.7912,PHO,1,DEN,1,7,1,33.05,7,14,0.5,0,0,,5,8,0.625,5,4,9,3,0,1,2,5,19,14.3,11
17,23,1065,39807,36.8049,PHO,1,SAS,0,-1,1,37.55,7,15,0.467,0,0,,9,16,0.563,2,10,12,2,1,4,1,3,23,19.9,5
17,24,1066,39811,36.8159,PHO,0,OKC,1,8,1,31.50,10,12,0.833,0,0,,8,12,0.667,3,9,12,2,0,2,3,2,28,25.8,11
17,25,1067,39812,36.8186,PHO,0,MEM,1,12,1,38.57,8,13,0.615,0,0,,8,10,0.8,3,10,13,1,1,3,4,3,24,21,18
17,26,1068,39815,36.8268,PHO,1,LAC,1,8,1,36.35,6,13,0.462,0,0,,5,8,0.625,1,8,9,1,1,2,2,4,17,11.7,4
17,27,1069,39822,36.8460,PHO,1,DAL,1,28,1,26.73,9,15,0.6,0,0,,7,7,1,2,8,10,0,0,2,2,2,25,20.5,18
17,28,1070,39824,36.8515,PHO,0,LAC,1,6,1,37.62,5,11,0.455,0,0,,5,5,1,2,8,10,2,1,2,0,3,15,15.7,15
17,29,1071,39826,36.8569,PHO,1,ATL,1,5,1,39.88,10,17,0.588,0,0,,6,11,0.545,2,8,10,2,0,3,1,3,26,21.2,3
17,30,1072,39829,36.8652,PHO,1,MIN,0,-2,1,32.22,9,13,0.692,0,0,,4,7,0.571,2,9,11,4,1,0,1,5,22,20.2,10
17,31,1073,39831,36.8706,PHO,0,TOR,1,4,1,24.73,6,9,0.667,0,0,,4,4,1,2,2,4,2,0,1,5,6,16,8.8,-5
17,32,1074,39832,36.8734,PHO,0,BOS,0,-17,1,30.27,8,13,0.615,0,0,,0,0,,1,10,11,2,0,2,3,2,16,12.8,-26
17,33,1075,39834,36.8789,PHO,0,NYK,0,-5,1,37.92,8,16,0.5,0,0,,5,13,0.385,1,11,12,1,0,3,4,4,21,11,4
17,34,1076,39836,36.8843,PHO,0,CHA,0,-22,1,30.15,6,10,0.6,0,0,,8,12,0.667,0,7,7,0,1,1,2,3,20,14.4,-23
17,35,1077,39838,36.8898,PHO,0,ATL,1,5,1,38.83,7,9,0.778,0,0,,5,8,0.625,0,11,11,1,1,1,4,5,19,14,20
17,36,1078,39839,36.8925,PHO,0,WAS,1,16,1,36.95,10,14,0.714,0,0,,9,10,0.9,2,6,8,2,1,3,3,3,29,26.3,24
17,37,1079,39842,36.9008,PHO,1,SAS,0,-10,1,34.63,5,14,0.357,0,0,,3,5,0.6,2,4,6,0,0,1,3,5,13,2.7,1
17,38,1080,39844,36.9062,PHO,1,CHI,0,-11,1,35.02,6,11,0.545,0,0,,6,9,0.667,2,6,8,2,0,2,3,6,18,12.1,-13
17,39,1081,39846,36.9117,PHO,1,SAC,1,48,1,22.97,4,7,0.571,0,0,,2,6,0.333,4,5,9,3,0,2,3,1,10,9.5,15
17,40,1082,39848,36.9172,PHO,0,GSW,0,-12,1,27.93,8,9,0.889,0,0,,1,2,0.5,3,9,12,1,0,1,0,3,17,18.5,-10
17,41,1083,39850,36.9227,PHO,1,GSW,1,10,1,26.48,4,11,0.364,0,0,,4,8,0.5,4,3,7,1,1,0,3,6,12,4.3,-13
17,42,1084,39852,36.9281,PHO,0,DET,1,10,1,33.37,7,16,0.438,0,0,,6,8,0.75,5,5,10,0,0,1,2,3,20,13.3,2
17,43,1085,39853,36.9309,PHO,0,PHI,0,-17,1,21.03,3,7,0.429,0,0,,1,4,0.25,4,6,10,1,1,0,3,2,7,4.6,-8
17,44,1086,39855,36.9363,PHO,0,CLE,0,-17,1,33.83,5,7,0.714,0,0,,1,1,1,1,5,6,1,1,2,4,2,11,8.6,-16
17,45,1087,39861,36.9528,PHO,1,LAC,1,40,1,21.22,6,6,1,0,0,,3,3,1,0,8,8,1,0,0,3,2,15,12.5,26
17,46,1088,39862,36.9555,PHO,0,LAC,1,23,1,25.83,8,10,0.8,0,0,,0,0,,1,5,6,3,0,2,2,3,16,14.7,12
17,47,1089,39864,36.9610,PHO,1,OKC,1,22,1,30.60,9,14,0.643,0,0,,4,7,0.571,5,4,9,2,0,1,0,1,22,21,11
17,48,1090,39866,36.9665,PHO,1,BOS,0,-20,1,27.33,7,11,0.636,0,0,,3,6,0.5,0,6,6,0,0,2,2,5,17,10.1,-17
17,49,1091,39868,36.9719,PHO,1,CHA,1,10,1,30.03,7,12,0.583,0,0,,6,7,0.857,1,10,11,2,0,3,3,3,20,17,11
17,50,1092,39870,36.9774,PHO,0,LAL,0,-26,1,21.27,3,7,0.429,0,0,,6,7,0.857,2,5,7,0,0,2,2,2,12,9.4,-13
17,51,1093,39871,36.9802,PHO,1,TOR,1,20,1,35.13,20,25,0.8,0,0,,5,8,0.625,3,8,11,2,3,1,3,4,45,39.3,17
17,52,1094,39873,36.9856,PHO,1,LAL,1,7,1,35.22,13,18,0.722,0,0,,7,12,0.583,2,5,7,3,0,0,6,6,33,20.2,16
17,53,1095,39875,36.9911,PHO,0,ORL,0,-12,1,35.40,9,13,0.692,0,0,,1,3,0.333,6,5,11,0,3,2,4,4,19,17.2,5
17,54,1096,39876,36.9938,PHO,0,MIA,0,-6,1,30.05,8,13,0.615,0,0,,6,9,0.667,4,4,8,1,2,2,1,6,22,19.6,3
17,55,1097,39878,37.0000,PHO,0,HOU,0,-4,1,36.50,8,12,0.667,0,0,,1,2,0.5,3,2,5,2,1,2,3,4,17,13.3,-7
17,56,1098,39880,37.0055,PHO,0,SAS,0,-5,1,30.82,6,16,0.375,0,0,,2,4,0.5,3,2,5,0,1,0,0,4,14,6.5,-11
17,57,1099,39882,37.0110,PHO,1,DAL,0,-5,1,33.18,9,10,0.9,0,0,,3,7,0.429,1,7,8,1,0,1,2,3,21,17,-13
17,58,1100,39884,37.0164,PHO,1,CLE,0,-8,1,25.83,5,6,0.833,0,0,,2,3,0.667,3,4,7,0,0,1,4,6,12,7,-14
17,59,1101,39886,37.0219,PHO,1,OKC,1,11,1,24.60,3,7,0.429,0,0,,6,8,0.75,1,3,4,2,2,0,0,4,12,10.9,13
17,60,1102,39887,37.0246,PHO,0,GSW,1,24,1,23.82,11,13,0.846,0,0,,4,9,0.444,1,3,4,2,0,1,2,2,26,20.2,11
17,61,1103,39890,37.0329,PHO,1,PHI,1,10,1,39.32,12,18,0.667,0,0,,2,5,0.4,6,5,11,3,0,3,2,1,26,24.5,11
17,62,1104,39893,37.0411,PHO,1,WAS,1,32,1,23.23,5,10,0.5,0,0,,3,7,0.429,3,7,10,4,0,1,2,3,13,10.9,9
17,63,1105,39895,37.0465,PHO,1,DEN,1,3,1,24.13,6,8,0.75,0,0,,7,8,0.875,3,4,7,2,1,3,2,5,19,19.2,3
17,64,1106,39897,37.0520,PHO,1,UTA,1,4,1,34.72,4,8,0.5,0,0,,4,6,0.667,2,10,12,5,0,3,1,3,12,15,-6
17,65,1107,39898,37.0548,PHO,0,POR,0,-20,1,25.38,9,14,0.643,0,0,,2,2,1,5,2,7,4,1,0,3,2,20,17.9,-9
17,66,1108,39900,37.0602,PHO,0,UTA,0,-5,1,32.55,6,13,0.462,0,0,,4,5,0.8,5,5,10,1,4,0,2,4,16,15,-17
17,67,1109,39901,37.0630,PHO,0,SAC,0,-8,1,35.05,9,13,0.692,0,1,0,6,15,0.4,3,6,9,3,0,1,2,3,24,18.4,7
17,68,1110,39904,37.0712,PHO,1,HOU,1,5,1,38.38,8,17,0.471,0,0,,6,11,0.545,3,7,10,1,3,2,3,1,22,17.2,1
17,69,1111,39906,37.0767,PHO,1,SAC,1,28,1,23.50,4,4,1,0,0,,3,7,0.429,0,6,6,1,2,3,1,3,11,12.6,15
17,70,1112,39908,37.0821,PHO,0,DAL,0,-24,1,27.07,6,9,0.667,0,0,,2,5,0.4,3,4,7,3,1,0,2,2,14,12.5,-15
17,71,1113,39911,37.0903,PHO,0,NOH,1,5,1,36.63,7,10,0.7,0,0,,3,8,0.375,1,10,11,4,0,2,4,1,17,14.3,0
17,72,1114,39913,37.0958,PHO,0,MEM,0,-17,1,17.78,4,9,0.444,0,0,,1,4,0.25,2,1,3,1,2,1,4,3,9,3,-15
17,73,1115,39914,37.0986,PHO,0,MIN,1,13,1,18.47,2,7,0.286,0,0,,6,9,0.667,4,6,10,1,0,1,1,2,10,8.9,3
17,74,1116,39916,37.1040,PHO,1,MEM,1,9,1,30.22,8,11,0.727,0,0,,3,9,0.333,1,2,3,1,4,1,2,3,19,15.6,14
17,75,1117,39918,37.1095,PHO,1,GSW,1,4,1,31.05,5,9,0.556,0,0,,5,11,0.455,3,3,6,0,0,1,1,4,15,9.4,1
18,1,1118,40113,37.6434,CLE,1,BOS,0,-6,1,28.80,5,11,0.455,0,0,,0,2,0,0,10,10,1,0,1,1,2,10,6.1,2
18,2,1119,40114,37.6461,CLE,0,TOR,0,-10,1,24.98,6,12,0.5,0,0,,0,3,0,4,3,7,0,0,0,1,4,12,5.9,-25
18,3,1120,40116,37.6516,CLE,0,MIN,1,17,1,18.90,3,6,0.5,0,0,,0,3,0,1,6,7,3,0,3,3,5,6,3.5,15
18,4,1121,40117,37.6543,CLE,1,CHA,1,11,1,26.73,3,7,0.429,0,0,,2,4,0.5,3,3,6,3,1,2,0,4,8,9.4,5
18,5,1122,40120,37.6626,CLE,1,WAS,1,12,1,28.53,7,9,0.778,0,0,,7,10,0.7,2,6,8,3,0,1,1,4,21,19.7,9
18,6,1123,40122,37.6680,CLE,1,CHI,0,-1,1,31.20,7,13,0.538,0,0,,0,0,,0,10,10,1,0,5,3,2,14,11.1,-2
18,7,1124,40123,37.6708,CLE,0,NYK,1,9,1,18.83,3,5,0.6,0,0,,1,2,0.5,0,4,4,0,2,0,2,0,7,5.5,-6
18,8,1125,40128,37.6845,CLE,0,ORL,1,9,1,19.60,4,8,0.5,0,0,,2,4,0.5,0,5,5,1,0,2,2,5,10,4.8,2
18,9,1126,40129,37.6872,CLE,0,MIA,1,7,1,21.37,4,8,0.5,0,0,,6,10,0.6,0,5,5,3,0,0,0,5,14,10,9
18,10,1127,40144,37.7283,CLE,0,CHA,0,-7,1,30.13,5,11,0.455,0,0,,1,3,0.333,2,6,8,0,0,1,1,3,11,6.2,3
18,11,1128,40145,37.7310,CLE,1,DAL,1,16,1,25.30,4,10,0.4,0,0,,1,4,0.25,2,4,6,4,0,0,4,4,9,2.2,4
18,12,1129,40149,37.7420,CLE,1,PHO,1,17,1,20.57,5,10,0.5,0,0,,2,5,0.4,4,5,9,2,0,1,2,3,12,9,4
18,13,1130,40151,37.7474,CLE,1,CHI,1,14,1,17.80,4,5,0.8,0,0,,0,5,0,2,5,7,1,0,1,3,1,8,5,3
18,14,1131,40153,37.7529,CLE,0,MIL,1,15,1,15.27,5,9,0.556,0,0,,0,0,,0,1,1,0,0,0,4,4,10,0.4,-18
18,15,1132,40155,37.7584,CLE,0,MEM,0,-2,1,30.10,7,13,0.538,0,0,,2,4,0.5,2,4,6,0,1,4,2,5,16,11.3,-10
18,16,1133,40156,37.7611,CLE,0,HOU,0,-10,1,22.73,2,8,0.25,0,1,0,3,6,0.5,3,7,10,3,0,0,2,5,7,3.3,-12
18,17,1134,40158,37.7666,CLE,1,POR,1,5,1,23.02,5,11,0.455,0,0,,4,4,1,3,8,11,0,0,1,2,1,14,11.1,12
18,18,1135,40160,37.7721,CLE,0,OKC,1,13,1,18.27,2,7,0.286,0,0,,1,2,0.5,1,5,6,2,0,2,3,5,5,0.5,5
18,19,1136,40162,37.7775,CLE,1,NJN,1,10,1,24.90,7,9,0.778,0,0,,2,6,0.333,3,2,5,2,1,3,1,3,16,15.9,-4
18,20,1137,40163,37.7803,CLE,0,PHI,1,7,1,27.00,2,4,0.5,0,0,,6,8,0.75,1,8,9,1,1,1,1,2,10,10.9,11
18,21,1138,40165,37.7858,CLE,1,MIL,1,3,1,17.47,4,6,0.667,0,0,,1,2,0.5,1,5,6,1,0,1,2,2,9,6.8,-7
18,22,1139,40167,37.7912,CLE,0,DAL,0,-7,1,17.53,1,7,0.143,0,0,,3,4,0.75,3,5,8,0,0,0,2,3,5,0.5,-4
18,23,1140,40168,37.7940,CLE,0,PHO,1,18,1,19.18,1,2,0.5,0,0,,1,2,0.5,2,3,5,1,1,1,4,3,3,1.1,3
18,24,1141,40170,37.7995,CLE,0,SAC,1,13,1,21.97,4,7,0.571,0,0,,0,0,,2,6,8,2,0,2,3,4,8,6.1,1
18,25,1142,40172,37.8049,CLE,0,LAL,1,15,1,21.93,5,8,0.625,0,0,,1,4,0.25,2,5,7,0,0,0,0,5,11,7.1,9
18,26,1143,40174,37.8104,CLE,1,HOU,1,25,1,22.48,5,12,0.417,0,0,,3,4,0.75,6,5,11,4,0,1,1,4,13,12.8,11
18,27,1144,40176,37.8159,CLE,0,ATL,1,11,1,25.63,5,7,0.714,0,0,,0,0,,2,6,8,0,0,0,1,2,10,8.5,4
18,28,1145,40177,37.8186,CLE,1,ATL,1,5,1,20.23,4,9,0.444,0,0,,3,8,0.375,2,3,5,3,0,1,2,1,11,7,4
18,29,1146,40180,37.8268,CLE,0,NJN,1,8,1,26.33,4,11,0.364,0,0,,4,7,0.571,3,6,9,1,0,1,3,3,12,5.8,4
18,30,1147,40181,37.8296,CLE,1,CHA,0,-3,1,27.00,4,5,0.8,0,0,,2,3,0.667,1,6,7,0,0,0,2,2,10,7.4,6
18,31,1148,40184,37.8378,CLE,1,WAS,1,23,1,17.38,6,9,0.667,0,0,,5,7,0.714,1,5,6,1,0,1,2,3,17,12.7,-1
18,32,1149,40186,37.8433,CLE,0,DEN,0,-2,1,16.15,4,5,0.8,0,0,,2,4,0.5,2,2,4,2,0,1,2,5,10,7.4,-11
18,33,1150,40188,37.8487,CLE,0,POR,1,12,1,24.65,3,4,0.75,0,0,,5,8,0.625,3,8,11,5,0,0,0,2,11,15.4,16
18,34,1151,40189,37.8515,CLE,0,GSW,1,3,1,18.80,5,8,0.625,0,0,,3,5,0.6,0,6,6,0,0,2,3,1,13,8.4,-1
18,35,1152,40192,37.8597,CLE,0,UTA,0,-1,1,19.48,2,4,0.5,0,0,,1,2,0.5,0,3,3,0,0,1,4,5,5,-1.8,-3
18,36,1153,40194,37.8652,CLE,0,LAC,1,1,1,20.93,3,7,0.429,0,0,,5,6,0.833,1,0,1,2,1,0,0,3,11,8.8,-8
18,37,1154,40197,37.8734,CLE,1,TOR,1,8,1,23.85,7,10,0.7,0,0,,2,3,0.667,1,4,5,2,0,0,2,5,16,10.7,-5
18,38,1155,40199,37.8789,CLE,1,LAL,1,6,1,28.45,5,9,0.556,0,0,,3,4,0.75,1,5,6,3,1,1,2,3,13,11.1,3
18,39,1156,40201,37.8843,CLE,1,OKC,1,1,1,32.38,8,10,0.8,0,0,,6,15,0.4,1,5,6,3,0,1,2,4,22,16,13
18,40,1157,40203,37.8898,CLE,0,MIA,1,1,1,27.43,9,13,0.692,0,0,,1,4,0.25,1,4,5,2,0,1,4,5,19,10.3,-4
18,41,1158,40205,37.8953,CLE,1,MIN,1,14,1,19.05,6,8,0.75,0,0,,1,1,1,1,3,4,4,0,0,3,2,13,10.4,11
18,42,1159,40207,37.9008,CLE,0,IND,1,21,1,24.70,8,10,0.8,0,0,,6,12,0.5,1,7,8,1,0,2,3,2,22,16.9,8
18,43,1160,40209,37.9062,CLE,1,LAC,1,25,1,30.77,7,12,0.583,0,0,,2,2,1,4,8,12,3,0,1,2,4,16,14.8,18
18,44,1161,40211,37.9117,CLE,1,MEM,1,16,1,21.43,6,10,0.6,0,0,,1,4,0.25,2,11,13,2,0,4,2,1,13,13.7,19
18,45,1162,40213,37.9172,CLE,1,MIA,1,16,1,21.42,6,12,0.5,0,0,,1,3,0.333,3,5,8,1,0,0,1,2,13,8.7,8
18,46,1163,40215,37.9227,CLE,1,NYK,1,7,1,25.60,8,13,0.615,0,0,,3,5,0.6,1,0,1,1,1,3,5,0,19,11.8,5
18,47,1164,40218,37.9309,CLE,1,NJN,1,7,1,23.23,3,5,0.6,0,0,,1,2,0.5,1,7,8,5,2,2,1,2,7,12.2,3
18,48,1165,40220,37.9363,CLE,1,ORL,1,9,1,19.45,5,9,0.556,0,0,,0,1,0,3,3,6,0,0,1,2,5,10,5,-2
18,49,1166,40227,37.9555,CLE,1,DEN,0,-2,1,30.30,9,15,0.6,0,0,,0,6,0,0,7,7,0,0,1,1,5,18,8.5,3
18,50,1167,40228,37.9582,CLE,0,CHA,0,-17,1,26.90,4,9,0.444,0,0,,2,6,0.333,2,5,7,0,3,2,2,3,10,7.8,-3
18,51,1168,40230,37.9637,CLE,0,ORL,0,-6,1,31.10,9,10,0.9,0,0,,2,2,1,3,2,5,1,0,2,2,5,20,17.4,1
18,52,1169,40232,37.9692,CLE,1,NOH,1,10,1,30.78,9,13,0.692,0,0,,2,5,0.4,3,4,7,0,0,1,2,5,20,13.3,-2
18,53,1170,40234,37.9747,CLE,0,BOS,1,20,1,12.35,3,8,0.375,0,0,,0,0,,1,1,2,0,0,0,0,1,6,2.2,-10
19,1,1171,40477,38.6407,BOS,1,MIA,1,8,1,18.15,3,7,0.429,0,0,,3,8,0.375,2,5,7,0,0,1,1,2,9,5.1,7
19,2,1172,40478,38.6434,BOS,0,CLE,0,-8,1,21.03,3,4,0.75,0,0,,1,2,0.5,0,2,2,3,0,0,2,4,7,4.1,-4
19,3,1173,40480,38.6489,BOS,1,NYK,1,4,1,22.53,5,7,0.714,0,0,,0,0,,3,4,7,0,0,0,1,3,10,8.2,2
19,4,1174,40493,38.6845,BOS,0,MIA,1,5,1,21.45,1,4,0.25,0,0,,3,5,0.6,2,5,7,0,1,0,1,5,5,2.7,12
19,5,1175,40495,38.6899,BOS,0,MEM,1,6,1,22.37,7,10,0.7,0,0,,4,5,0.8,2,4,6,0,1,1,4,5,18,11.7,9
19,6,1176,40499,38.7009,BOS,1,WAS,1,31,1,22.37,6,7,0.857,0,0,,1,5,0.2,4,2,6,0,0,0,0,2,13,11.5,16
19,7,1177,40501,38.7064,BOS,1,OKC,0,-5,1,27.87,5,5,1,0,0,,1,2,0.5,0,6,6,1,1,1,2,5,11,9.3,3
19,8,1178,40503,38.7118,BOS,0,TOR,0,-1,1,19.68,2,8,0.25,0,0,,4,4,1,3,2,5,1,0,2,1,6,8,4.6,11
19,9,1179,40504,38.7146,BOS,0,ATL,1,23,1,21.20,6,8,0.75,0,0,,1,2,0.5,3,8,11,2,1,0,1,1,13,14.9,26
19,10,1180,40506,38.7201,BOS,1,NJN,1,6,1,31.62,9,10,0.9,0,0,,7,13,0.538,3,8,11,0,1,0,0,5,25,22.7,9
19,11,1181,40508,38.7255,BOS,1,TOR,1,9,1,22.20,5,5,1,0,0,,6,8,0.75,2,7,9,1,1,2,1,1,16,18.9,20
19,12,1182,40512,38.7365,BOS,0,CLE,1,19,1,22.55,2,5,0.4,0,0,,2,6,0.333,2,5,7,2,1,1,1,2,6,5.9,7
19,13,1183,40513,38.7392,BOS,1,POR,1,4,1,26.40,5,7,0.714,0,0,,4,6,0.667,2,2,4,1,0,1,4,3,14,8.5,1
19,14,1184,40515,38.7447,BOS,1,CHI,1,12,1,19.97,5,6,0.833,0,0,,2,4,0.5,1,4,5,2,0,0,1,6,12,8.9,9
19,15,1185,40517,38.7502,BOS,0,NJN,1,25,1,11.83,1,2,0.5,0,0,,1,1,1,1,3,4,0,0,0,0,0,3,3.6,15
19,16,1186,40520,38.7584,BOS,1,DEN,1,16,1,21.15,3,4,0.75,0,0,,3,6,0.5,2,4,6,0,0,3,2,3,9,7.7,3
19,17,1187,40531,38.7885,BOS,1,IND,1,11,1,20.77,4,8,0.5,0,0,,3,3,1,0,5,5,0,0,0,2,5,11,4.5,12
19,18,1188,40534,38.7967,BOS,1,PHI,1,4,1,27.42,5,8,0.625,0,0,,3,7,0.429,3,6,9,1,1,2,2,3,13,11.6,8
19,19,1189,40537,38.8049,BOS,0,ORL,0,-8,1,12.65,1,3,0.333,0,0,,0,0,,0,1,1,0,1,1,2,6,2,-2.1,-13
19,20,1190,40540,38.8131,BOS,0,IND,1,12,1,16.43,2,2,1,0,0,,5,6,0.833,0,2,2,0,0,2,4,6,9,3.6,-5
19,21,1191,40541,38.8159,BOS,0,DET,0,-12,1,16.40,2,5,0.4,0,0,,1,2,0.5,0,1,1,0,0,1,2,0,5,0.9,-6
19,22,1192,40543,38.8214,BOS,1,NOH,0,-2,1,14.97,4,5,0.8,0,0,,2,3,0.667,0,1,1,0,0,1,3,4,10,4.1,-4
19,23,1193,40545,38.8268,BOS,0,TOR,1,14,1,24.33,3,3,1,0,0,,1,5,0.2,0,6,6,0,0,4,1,4,7,6.5,13
